,CYCLOMATIC_DENSITY,DECISION_DENSITY,DESIGN_DENSITY,ESSENTIAL_DENSITY,HALSTEAD_CONTENT,HALSTEAD_DIFFICULTY,HALSTEAD_EFFORT,HALSTEAD_ERROR_EST,HALSTEAD_LEVEL,HALSTEAD_PROG_TIME,HALSTEAD_VOLUME,MAINTENANCE_SEVERITY,NORMALIZED_CYLOMATIC_COMPLEXITY,PERCENT_COMMENTS,TARGET
1120,0.18,2.0,1.0,0.0,15.77,6.87,745.37,0.04,0.15,41.41,108.42,0.5,0.17,0.0,False
1121,0.14,2.0,1.0,0.0,31.35,10.31,3334.36,0.11,0.1,185.24,323.33,0.5,0.1,29.41,False
1122,0.33,0.0,1.0,0.0,9.83,2.0,39.3,0.01,0.5,2.18,19.65,1.0,0.2,50.0,False
1123,0.4,4.0,0.25,0.0,22.22,11.0,2688.65,0.08,0.09,149.37,244.42,0.25,0.27,0.0,True
1124,0.17,0.0,1.0,0.0,19.19,3.86,285.46,0.02,0.26,15.86,74.01,1.0,0.05,62.5,False
1125,0.4,2.0,1.0,0.0,11.2,7.5,630.0,0.03,0.13,35.0,84.0,0.5,0.29,0.0,False
1126,0.13,0.0,1.0,0.0,13.35,6.43,551.81,0.03,0.16,30.66,85.84,1.0,0.1,0.0,False
1127,0.16,2.0,0.33,0.0,46.36,12.73,7508.78,0.2,0.08,417.15,589.98,0.17,0.14,0.0,False
1128,0.38,2.0,0.33,0.0,13.45,12.44,2082.85,0.06,0.08,115.71,167.37,0.33,0.3,0.0,False
1129,0.15,3.0,0.67,1.0,30.43,9.95,3010.71,0.1,0.1,167.26,302.66,1.0,0.13,9.52,False
1130,0.17,2.0,0.43,0.0,38.44,40.11,61835.72,0.51,0.02,3435.32,1541.73,0.07,0.09,12.77,False
1131,0.18,2.4,1.0,0.0,60.18,27.5,45509.93,0.55,0.04,2528.33,1654.91,0.14,0.08,48.44,True
1132,0.25,3.0,0.33,1.0,21.13,11.5,2794.53,0.08,0.09,155.25,243.0,1.0,0.18,0.0,False
1133,0.15,2.0,1.0,0.0,24.46,8.75,1872.96,0.07,0.11,104.05,214.05,0.5,0.1,13.33,False
1134,0.43,2.0,1.0,0.0,17.66,11.5,2336.0,0.07,0.09,129.78,203.13,0.33,0.38,0.0,False
1135,0.29,2.0,1.0,0.0,17.79,5.63,562.94,0.03,0.18,31.27,100.08,0.5,0.18,12.5,False
1136,0.2,0.0,1.0,0.0,12.29,3.5,150.57,0.01,0.29,8.36,43.02,1.0,0.17,0.0,False
1137,0.23,2.0,0.57,0.0,55.22,19.68,21394.68,0.36,0.05,1188.59,1086.9,0.14,0.12,28.95,True
1138,0.12,2.0,1.0,0.0,44.69,18.75,15711.84,0.28,0.05,872.88,837.96,0.25,0.06,31.11,True
1139,0.6,3.0,0.67,1.0,11.99,5.4,349.52,0.02,0.19,19.42,64.73,1.0,0.5,0.0,False
1140,0.2,2.0,0.5,0.0,14.49,36.4,19192.65,0.18,0.03,1066.26,527.27,0.5,0.13,46.15,False
1141,0.08,0.0,1.0,0.0,38.8,7.7,2300.62,0.1,0.13,127.81,298.78,1.0,0.08,0.0,False
1142,0.25,2.0,0.75,0.0,21.01,13.5,3829.06,0.09,0.07,212.73,283.63,0.25,0.2,15.79,False
1143,0.25,0.0,1.0,0.0,16.98,2.8,133.14,0.02,0.36,7.4,47.55,1.0,0.14,0.0,False
1144,0.67,3.0,0.5,0.0,10.28,4.38,196.76,0.01,0.23,10.93,44.97,0.5,0.5,0.0,False
1145,0.33,0.0,1.0,0.0,10.57,3.0,95.1,0.01,0.33,5.28,31.7,1.0,0.14,0.0,False
1146,0.5,2.0,0.5,0.0,7.91,6.13,296.65,0.02,0.16,16.48,48.43,0.5,0.4,0.0,False
1147,0.17,2.6,0.87,0.5,83.81,33.0,91264.07,0.92,0.03,5070.23,2765.58,0.53,0.15,9.89,True
1148,0.27,3.0,0.67,1.0,26.93,8.65,2013.44,0.08,0.12,111.86,232.85,1.0,0.1,50.0,False
1149,1.0,2.0,0.5,0.0,9.51,4.0,152.16,0.01,0.25,8.45,38.04,0.5,2.0,0.0,False
1150,0.44,4.0,0.25,1.0,17.8,12.28,2682.84,0.07,0.08,149.05,218.51,1.0,0.36,0.0,False
1151,0.43,2.0,0.9,0.0,19.57,30.94,18729.81,0.2,0.03,1040.55,605.41,0.1,0.4,0.0,False
1152,0.33,0.0,1.0,0.0,9.83,2.0,39.3,0.01,0.5,2.18,19.65,1.0,0.17,0.0,False
1153,0.17,2.0,1.0,0.0,26.06,4.0,416.99,0.03,0.25,23.17,104.25,0.5,0.15,0.0,False
1154,0.48,3.5,0.04,1.0,31.64,38.62,47183.65,0.41,0.03,2621.31,1221.82,1.0,0.43,0.0,False
1155,0.29,0.0,0.13,0.0,23.58,16.07,6089.83,0.13,0.06,338.32,378.92,0.13,0.19,15.63,False
1156,0.25,2.5,0.5,0.0,31.34,10.33,3346.5,0.11,0.1,185.92,323.85,0.25,0.12,41.67,False
1157,0.17,0.0,1.0,0.0,37.0,2.0,148.02,0.02,0.5,8.22,74.01,1.0,0.14,0.0,False
1158,0.29,3.0,0.57,0.67,24.63,17.41,7465.7,0.14,0.06,414.76,428.77,0.71,0.21,20.0,False
1159,0.09,2.0,0.6,0.0,130.74,11.41,17020.6,0.5,0.09,945.59,1491.75,0.2,0.06,13.64,True
1160,0.2,2.0,1.0,0.0,16.18,6.43,668.57,0.03,0.16,37.14,104.0,0.5,0.13,0.0,False
1161,0.25,2.0,0.5,0.0,16.53,7.5,930.0,0.04,0.13,51.67,124.0,0.5,0.22,0.0,False
1162,0.25,0.0,1.0,0.0,17.07,7.5,959.99,0.04,0.13,53.33,128.0,1.0,0.14,0.0,False
1163,0.43,2.0,0.78,0.38,19.75,23.8,11186.0,0.16,0.04,621.44,470.0,0.44,0.2,14.29,False
1164,0.25,0.0,1.0,0.0,10.87,3.5,133.19,0.01,0.29,7.4,38.05,1.0,0.2,0.0,False
1165,0.5,2.0,0.5,0.0,11.42,6.67,507.65,0.03,0.15,28.2,76.15,0.5,0.2,0.0,False
1166,0.5,2.0,0.33,0.0,18.88,9.0,1529.25,0.06,0.11,84.96,169.92,0.33,0.43,0.0,False
1167,0.25,0.0,1.0,0.0,7.74,1.5,17.41,0.0,0.67,0.97,11.61,1.0,0.2,0.0,False
1168,0.18,2.0,1.0,0.0,28.66,6.23,1113.38,0.06,0.16,61.85,178.62,0.5,0.1,18.18,False
1169,0.38,2.0,1.0,0.0,17.66,11.5,2336.0,0.07,0.09,129.78,203.13,0.33,0.33,0.0,False
1170,0.15,2.0,1.0,0.0,55.83,18.8,19738.62,0.35,0.05,1096.59,1049.76,0.17,0.12,2.5,False
1171,0.45,2.0,0.8,0.5,15.17,23.86,8637.06,0.12,0.04,479.84,361.93,0.6,0.33,0.0,False
1172,0.64,2.33,0.43,0.0,11.3,26.81,8126.06,0.1,0.04,451.45,303.07,0.14,0.54,8.33,False
1173,0.29,2.0,1.0,0.0,10.34,8.1,678.47,0.03,0.12,37.69,83.76,0.5,0.17,0.0,False
1174,0.27,2.0,0.25,0.0,28.72,9.38,2523.86,0.09,0.11,140.21,269.21,0.25,0.18,22.22,False
1175,0.13,2.0,0.5,0.0,39.81,13.88,7671.65,0.18,0.07,426.2,552.62,0.5,0.08,0.0,False
1176,0.25,2.0,1.0,0.0,18.53,9.0,1501.17,0.06,0.11,83.4,166.8,0.5,0.18,0.0,False
1177,0.22,2.0,0.5,0.0,15.92,7.07,796.16,0.04,0.14,44.23,112.59,0.5,0.2,0.0,False
1178,0.6,3.0,0.33,1.0,13.11,4.8,301.96,0.02,0.21,16.78,62.91,1.0,0.5,0.0,False
1179,0.06,0.0,1.0,0.0,46.41,10.25,4875.78,0.16,0.1,270.88,475.69,1.0,0.03,38.46,False
1180,0.38,2.0,1.0,0.0,9.42,17.0,2723.1,0.05,0.06,151.28,160.18,0.33,0.33,0.0,False
1181,0.38,2.17,0.25,0.43,15.74,26.13,10742.56,0.14,0.04,596.81,411.2,0.5,0.3,9.09,False
1182,0.21,2.0,0.33,0.0,19.1,11.92,2711.63,0.08,0.08,150.65,227.55,0.33,0.14,0.0,False
1183,0.21,2.0,1.0,1.0,23.67,23.0,12520.25,0.18,0.04,695.57,544.36,1.0,0.19,4.17,False
1184,0.14,2.0,0.5,0.0,22.92,11.0,2773.9,0.08,0.09,154.11,252.17,0.5,0.08,35.0,False
1185,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,False
1186,0.07,2.0,0.22,0.0,154.38,37.66,218997.95,1.94,0.03,12166.55,5814.59,0.11,0.05,16.97,False
1187,0.19,2.0,0.22,0.0,16.23,147.53,353307.23,0.8,0.01,19628.18,2394.83,0.11,0.1,44.93,False
1188,0.17,0.0,1.0,0.0,25.24,4.33,474.04,0.04,0.23,26.34,109.39,1.0,0.14,0.0,False
1189,0.33,0.0,1.0,0.0,9.83,2.0,39.3,0.01,0.5,2.18,19.65,1.0,0.1,33.33,False
1190,0.29,2.0,0.86,0.83,29.99,22.05,14580.32,0.22,0.05,810.02,661.24,0.86,0.2,27.59,False
1191,0.17,2.0,0.5,0.0,22.81,5.4,665.23,0.04,0.19,36.96,123.19,0.5,0.14,0.0,False
1192,0.21,2.0,0.57,0.0,34.65,30.14,31475.69,0.35,0.03,1748.65,1044.39,0.14,0.18,9.09,False
1193,0.6,2.0,0.33,0.0,14.2,12.38,2175.04,0.06,0.08,120.84,175.76,0.33,0.33,0.0,False
1194,0.25,2.5,0.75,0.67,35.44,9.9,3476.92,0.12,0.1,193.16,351.03,0.75,0.19,11.11,False
1195,0.12,2.0,0.67,0.0,65.63,21.2,29496.56,0.46,0.05,1638.7,1391.35,0.17,0.06,39.51,False
1196,0.19,2.25,1.0,0.4,44.0,22.29,21860.16,0.33,0.04,1214.45,980.69,0.5,0.13,13.51,False
1197,0.5,2.0,1.0,0.0,10.13,7.5,570.0,0.03,0.13,31.67,76.0,0.5,0.25,0.0,False
1198,0.31,2.75,0.63,0.71,40.15,15.41,9530.93,0.21,0.06,529.5,618.59,0.75,0.13,47.5,False
1199,0.1,2.0,0.83,0.0,66.95,25.45,43359.38,0.57,0.04,2408.85,1703.82,0.17,0.06,13.24,False
1200,0.06,2.0,0.5,0.0,56.88,16.48,15453.19,0.31,0.06,858.51,937.57,0.5,0.03,25.0,False
1201,0.29,0.0,1.0,0.0,17.03,4.0,272.46,0.02,0.25,15.14,68.11,0.5,0.22,0.0,False
1202,0.5,2.2,0.29,0.0,29.59,14.55,6259.35,0.14,0.07,347.74,430.33,0.14,0.44,0.0,False
1203,0.16,2.0,0.75,0.0,38.31,13.54,7020.93,0.17,0.07,390.05,518.65,0.25,0.13,25.0,True
1204,0.17,2.0,0.5,0.0,26.25,13.67,4902.51,0.12,0.07,272.36,358.72,0.5,0.11,0.0,False
1205,0.14,0.0,1.0,0.0,15.64,10.5,1724.45,0.05,0.1,95.8,164.23,1.0,0.07,22.22,False
1206,0.67,2.67,0.67,0.4,33.68,10.74,3883.05,0.12,0.09,215.72,361.66,0.5,0.3,0.0,True
1207,0.08,2.0,1.0,0.0,53.06,13.85,10172.91,0.24,0.07,565.16,734.71,0.5,0.06,24.14,False
1208,0.14,0.0,1.0,0.0,24.97,6.25,975.5,0.05,0.16,54.19,156.08,1.0,0.08,0.0,False
1209,0.16,2.0,0.8,0.0,50.19,15.29,11739.22,0.26,0.07,652.18,767.56,0.2,0.06,50.0,False
1210,0.2,0.0,1.0,0.0,39.26,3.2,402.06,0.04,0.31,22.34,125.64,1.0,0.13,0.0,False
1211,0.33,2.0,0.54,0.0,56.42,19.13,20637.49,0.36,0.05,1146.53,1079.08,0.08,0.22,13.04,True
1212,0.36,0.0,1.0,0.0,26.46,11.14,3284.95,0.1,0.09,182.5,294.8,0.25,0.31,0.0,False
1213,0.17,2.5,0.5,0.67,42.56,14.44,8879.35,0.2,0.07,493.3,614.72,0.75,0.06,62.0,False
1214,0.38,2.0,0.67,1.0,9.65,14.08,1914.4,0.05,0.07,106.36,135.93,1.0,0.3,0.0,False
1215,0.21,2.64,0.53,0.67,103.85,30.93,99359.89,1.07,0.03,5519.99,3212.3,0.68,0.13,24.11,False
1216,0.33,0.0,1.0,0.0,15.85,2.4,91.29,0.01,0.42,5.07,38.04,1.0,0.14,0.0,False
1217,0.22,2.0,1.0,0.0,10.2,13.33,1813.33,0.05,0.08,100.74,136.0,0.5,0.2,0.0,False
1218,0.24,2.0,0.75,0.82,53.31,30.13,48410.46,0.54,0.03,2689.47,1606.54,0.83,0.21,3.85,False
1219,0.1,0.0,1.0,0.0,29.67,13.13,5110.82,0.13,0.08,283.93,389.4,1.0,0.06,0.0,False
1220,0.27,3.0,0.33,1.0,16.4,9.1,1358.43,0.05,0.11,75.47,149.28,1.0,0.25,0.0,False
1221,0.33,2.0,1.0,0.44,43.84,22.75,22691.4,0.33,0.04,1260.63,997.42,0.5,0.29,0.0,False
1222,0.23,2.0,0.67,0.0,25.16,11.2,3155.74,0.09,0.09,175.32,281.76,0.33,0.14,14.29,False
1223,0.25,3.0,0.33,1.0,18.28,10.0,1828.37,0.06,0.1,101.58,182.84,1.0,0.16,7.69,False
1224,0.5,2.17,0.63,0.29,29.0,17.43,8805.15,0.17,0.06,489.17,505.32,0.38,0.44,0.0,False
1225,0.2,2.0,0.4,0.5,29.73,12.89,4943.51,0.13,0.08,274.64,383.37,0.6,0.09,48.78,False
1226,0.39,2.0,0.1,0.0,71.48,12.37,10946.28,0.29,0.08,608.13,884.55,0.05,0.34,5.56,False
1227,0.2,0.0,1.0,0.0,9.25,4.67,201.53,0.01,0.21,11.2,43.19,1.0,0.08,50.0,False
1228,0.27,2.0,0.33,0.0,12.7,16.25,3354.63,0.07,0.06,186.37,206.44,0.33,0.23,9.09,False
1229,0.59,2.0,0.12,0.0,212.2,33.39,236652.5,2.36,0.03,13147.36,7086.52,0.03,0.46,1.75,True
1230,0.25,0.0,1.0,0.0,12.55,4.0,200.76,0.02,0.25,11.15,50.19,1.0,0.2,0.0,False
1231,0.43,2.0,1.0,0.0,63.69,18.78,22456.97,0.4,0.05,1247.61,1195.93,0.08,0.37,0.0,False
1232,0.33,0.0,1.0,0.0,40.0,9.0,3240.0,0.12,0.11,180.0,360.0,0.2,0.28,0.0,False
1233,0.17,2.0,0.5,0.0,16.65,4.67,362.64,0.03,0.21,20.15,77.71,0.5,0.14,0.0,False
1234,0.47,2.14,0.44,1.0,26.08,25.85,17423.93,0.22,0.04,968.0,674.04,1.0,0.43,0.0,False
1235,0.25,2.0,1.0,0.0,18.35,8.33,1274.38,0.05,0.12,70.8,152.93,0.33,0.2,0.0,False
1236,0.33,2.25,0.67,0.6,34.93,12.73,5658.72,0.15,0.08,314.37,444.61,0.67,0.13,0.0,False
1237,0.2,2.0,0.5,0.0,33.71,13.2,5874.0,0.15,0.08,326.33,445.0,0.5,0.13,57.14,False
1238,0.5,3.0,0.67,1.0,19.25,6.5,813.14,0.04,0.15,45.17,125.1,1.0,0.43,0.0,False
1239,0.5,2.0,1.0,0.0,9.51,3.0,85.59,0.01,0.33,4.75,28.53,0.5,0.4,0.0,False
1240,0.25,0.0,1.0,0.0,17.27,2.5,107.96,0.01,0.4,6.0,43.19,1.0,0.1,0.0,True
1241,0.44,4.0,0.25,0.0,17.28,12.09,2526.68,0.07,0.08,140.37,208.97,0.25,0.29,0.0,False
1242,0.5,2.0,0.33,0.0,15.36,4.9,368.89,0.03,0.2,20.49,75.28,0.33,0.43,0.0,False
1243,0.13,2.0,1.0,0.0,80.39,9.26,6897.13,0.25,0.11,383.17,744.63,0.17,0.1,10.2,False
1244,0.33,2.0,1.0,0.0,11.42,6.67,507.65,0.03,0.15,28.2,76.15,0.5,0.29,0.0,False
1245,0.72,2.15,0.44,0.45,62.26,74.54,345890.61,1.55,0.01,19216.15,4640.43,0.46,0.7,0.0,False
1246,0.25,2.0,1.0,0.0,22.46,9.0,1819.07,0.07,0.11,101.06,202.12,0.5,0.13,25.0,False
1247,0.57,2.0,0.25,0.67,13.83,11.25,1750.38,0.05,0.09,97.24,155.59,0.75,0.44,0.0,False
1248,0.29,2.5,0.75,1.0,28.06,10.56,3130.06,0.1,0.09,173.89,296.34,1.0,0.17,23.53,False
1249,0.38,2.0,1.0,0.0,18.89,5.63,597.79,0.04,0.18,33.21,106.27,0.33,0.3,0.0,False
1250,0.2,0.0,1.0,0.0,13.87,4.67,302.05,0.02,0.21,16.78,64.73,1.0,0.1,0.0,False
1251,0.41,2.2,0.86,0.83,44.6,12.75,7250.82,0.19,0.08,402.82,568.69,0.86,0.37,0.0,False
1252,0.43,2.0,0.67,1.0,9.57,8.75,732.92,0.03,0.11,40.72,83.76,1.0,0.33,0.0,False
1253,0.22,2.25,0.71,0.15,55.18,32.0,56505.09,0.59,0.03,3139.17,1765.78,0.19,0.16,3.13,True
1254,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,False
1255,0.05,0.0,1.0,0.0,49.6,13.07,8474.07,0.22,0.08,470.78,648.29,1.0,0.02,48.65,False
1256,0.08,0.0,1.0,0.0,44.78,10.71,5140.01,0.16,0.09,285.56,479.73,1.0,0.06,0.0,False
1257,0.13,2.0,0.5,0.0,42.25,11.18,5280.46,0.16,0.09,293.36,472.31,0.5,0.12,0.0,False
1258,0.21,3.0,0.67,1.0,23.74,10.21,2476.96,0.08,0.1,137.61,242.5,1.0,0.09,42.86,False
1259,0.42,2.33,0.2,0.0,27.87,8.63,2073.17,0.08,0.12,115.18,240.37,0.2,0.1,70.27,False
1260,0.21,2.0,0.67,0.0,34.4,9.84,3332.3,0.11,0.1,185.13,338.58,0.33,0.12,6.67,False
1261,0.23,2.29,0.53,0.43,44.88,33.62,50731.38,0.5,0.03,2818.41,1508.85,0.47,0.18,2.99,True
1262,0.1,0.0,1.0,0.0,14.33,6.0,515.71,0.03,0.17,28.65,85.95,1.0,0.08,0.0,False
1263,0.27,2.0,0.17,0.0,27.21,20.39,11307.85,0.18,0.05,628.21,554.68,0.17,0.22,4.35,False
1264,0.15,2.0,0.67,0.0,32.45,13.89,6264.19,0.15,0.07,348.01,450.83,0.33,0.14,5.0,False
1265,0.5,2.25,0.33,1.0,12.67,21.85,6050.37,0.09,0.05,336.13,276.9,1.0,0.43,0.0,False
1266,0.14,2.0,1.0,0.0,31.97,10.95,3831.58,0.12,0.09,212.87,350.0,0.5,0.08,6.67,False
1267,0.32,2.25,0.67,1.0,21.36,16.0,5469.43,0.11,0.06,303.86,341.84,1.0,0.29,5.26,False
1268,0.19,2.0,0.67,0.0,31.7,10.47,3476.06,0.11,0.1,193.11,331.93,0.33,0.14,12.5,False
1269,0.36,2.0,0.5,0.67,13.39,14.22,2707.88,0.06,0.07,150.44,190.4,0.75,0.29,0.0,False
1270,0.21,2.0,0.33,0.0,18.91,10.45,2065.48,0.07,0.1,114.75,197.65,0.33,0.14,7.14,False
1271,0.17,0.0,1.0,0.0,17.41,3.5,213.21,0.02,0.29,11.85,60.92,1.0,0.14,0.0,False
1272,0.14,2.0,0.5,0.0,25.61,9.43,2276.82,0.08,0.11,126.49,241.48,0.5,0.09,6.67,False
1273,0.45,2.0,0.2,0.75,7.24,21.0,3192.0,0.05,0.05,177.33,152.0,0.8,0.36,0.0,False
1274,0.16,2.0,0.8,0.0,32.53,13.88,6262.85,0.15,0.07,347.94,451.38,0.2,0.12,23.08,False
1275,0.2,2.0,1.0,0.0,122.69,12.57,19373.39,0.51,0.08,1076.3,1541.73,0.13,0.08,48.53,True
1276,0.18,2.0,1.0,0.0,23.84,12.69,3840.79,0.1,0.08,213.38,302.61,0.33,0.15,0.0,False
1277,0.2,2.0,0.5,0.0,20.54,7.7,1217.55,0.05,0.13,67.64,158.12,0.5,0.1,23.08,False
1278,0.29,2.0,0.5,0.0,17.95,16.69,5000.31,0.1,0.06,277.8,299.56,0.25,0.22,7.14,True
1279,0.33,2.0,0.67,0.0,10.79,14.57,2290.24,0.05,0.07,127.24,157.17,0.33,0.25,10.0,False
1280,0.11,2.0,0.5,0.0,58.21,21.95,28043.45,0.43,0.05,1557.97,1277.68,0.25,0.08,20.45,False
1281,0.21,0.0,1.0,0.0,30.6,8.82,2382.35,0.09,0.11,132.35,270.0,0.25,0.08,41.38,False
1282,0.46,2.0,0.06,0.0,162.87,24.2,95404.28,1.31,0.04,5300.24,3941.91,0.06,0.33,0.0,True
1283,0.33,2.0,0.5,0.0,14.8,8.56,1083.64,0.04,0.12,60.2,126.66,0.5,0.18,0.0,False
1284,0.23,2.0,0.04,0.46,111.77,28.44,90416.52,1.06,0.04,5023.14,3178.98,0.48,0.13,29.7,False
1285,0.2,0.0,1.0,0.0,11.56,6.4,473.66,0.02,0.16,26.31,74.01,1.0,0.1,28.57,False
1286,0.05,0.0,1.0,0.0,73.42,15.15,16854.31,0.37,0.07,936.35,1112.38,1.0,0.03,33.33,False
1287,0.14,2.0,1.0,0.0,99.95,11.96,14297.65,0.4,0.08,794.31,1195.46,0.2,0.06,46.67,True
1288,0.25,2.0,1.0,0.0,57.48,8.0,3678.64,0.15,0.13,204.37,459.83,0.2,0.19,9.09,False
1289,0.36,2.0,0.82,0.0,59.49,281.13,4701624.47,5.57,0.0,261201.38,16724.05,0.02,0.32,0.0,False
1290,0.6,2.0,0.33,0.0,14.2,12.38,2175.04,0.06,0.08,120.84,175.76,0.33,0.33,0.0,False
1291,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,False
1292,0.07,2.5,0.25,0.0,98.29,21.87,47030.93,0.72,0.05,2612.83,2149.99,0.25,0.04,24.36,False
1293,0.3,2.0,0.67,0.0,51.1,12.22,7632.82,0.21,0.08,424.05,624.5,0.17,0.15,16.67,True
1294,0.06,0.0,1.0,0.0,42.43,12.69,6829.73,0.18,0.08,379.43,538.3,1.0,0.04,17.65,False
1295,0.14,0.0,1.0,0.0,22.33,4.38,427.32,0.03,0.23,23.74,97.67,1.0,0.03,63.16,False
1296,0.17,2.0,1.0,0.0,56.78,18.93,20355.23,0.36,0.05,1130.85,1075.1,0.11,0.1,26.03,False
1297,0.22,2.0,0.2,0.56,40.83,24.08,23672.68,0.33,0.04,1315.15,983.08,0.6,0.19,10.42,False
1298,0.25,2.0,0.5,0.0,14.33,7.86,884.62,0.04,0.13,49.15,112.59,0.5,0.11,52.94,False
1299,0.56,2.14,0.11,1.0,9.47,31.5,9393.71,0.1,0.03,521.87,298.21,1.0,0.47,0.0,False
1300,0.23,2.33,0.95,0.0,44.9,40.53,73764.28,0.61,0.02,4098.02,1819.81,0.05,0.16,10.11,False
1301,0.12,2.0,0.33,0.0,54.14,19.23,20023.61,0.35,0.05,1112.42,1041.23,0.17,0.05,52.73,True
1302,0.19,2.0,0.17,0.0,25.81,30.07,23331.58,0.26,0.03,1296.2,775.96,0.17,0.09,49.02,True
1303,0.31,2.0,0.2,0.0,25.24,14.54,5332.64,0.12,0.07,296.26,366.86,0.2,0.28,0.0,False
1304,0.23,2.33,0.8,0.5,45.13,14.93,10063.19,0.22,0.07,559.07,673.87,0.6,0.14,19.23,False
1305,0.42,2.0,0.53,0.0,40.52,27.02,29576.11,0.36,0.04,1643.12,1094.78,0.07,0.33,12.2,False
1306,0.33,0.0,1.0,0.0,10.28,4.38,196.76,0.01,0.23,10.93,44.97,1.0,0.07,57.14,False
1307,0.14,2.0,0.5,0.0,41.91,27.61,31948.87,0.39,0.04,1774.94,1157.17,0.17,0.08,31.03,False
1308,0.17,0.0,1.0,0.0,20.57,11.67,2800.0,0.08,0.09,155.56,240.0,1.0,0.1,0.0,False
1309,0.28,2.2,0.57,0.5,47.71,15.97,12167.64,0.25,0.06,675.98,761.92,0.57,0.13,41.67,True
1310,0.33,0.0,1.0,0.0,7.75,2.0,31.02,0.01,0.5,1.72,15.51,1.0,0.25,0.0,False
1311,0.18,0.0,1.0,0.0,34.89,17.35,10506.27,0.2,0.06,583.68,605.4,0.2,0.11,26.32,True
1312,0.11,0.0,1.0,0.0,26.94,30.0,24246.02,0.27,0.03,1347.0,808.2,1.0,0.1,0.0,False
1313,0.19,2.0,0.67,0.8,27.15,22.89,14223.33,0.21,0.04,790.18,621.48,0.83,0.09,48.0,False
1314,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,False
1315,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,False
1316,0.86,2.25,0.17,0.8,9.45,16.5,2574.0,0.05,0.06,143.0,156.0,0.83,0.6,0.0,False
1317,0.64,2.2,0.71,0.83,7.15,29.75,6326.82,0.07,0.03,351.49,212.67,0.86,0.5,0.0,False
1318,0.13,2.0,1.0,0.0,56.95,11.11,7030.54,0.21,0.09,390.59,632.75,0.25,0.08,20.0,True
1319,0.08,0.0,1.0,0.0,48.99,4.12,830.69,0.07,0.24,46.15,201.74,1.0,0.02,61.29,False
1320,0.18,2.0,1.0,0.0,50.38,9.45,4498.98,0.16,0.11,249.94,476.08,0.5,0.06,56.52,False
1321,0.11,2.0,1.0,0.0,24.8,12.19,3683.14,0.1,0.08,204.62,302.21,0.5,0.03,62.79,True
1322,0.25,2.0,1.0,0.0,11.6,10.0,1160.0,0.04,0.1,64.44,116.0,0.5,0.18,0.0,False
1323,0.17,0.0,1.0,0.0,24.8,5.0,620.0,0.04,0.2,34.44,124.0,1.0,0.1,0.0,False
1324,0.33,2.0,1.0,0.0,11.15,9.17,936.71,0.03,0.11,52.04,102.19,0.5,0.25,0.0,False
1325,0.14,0.0,1.0,0.0,38.4,2.5,240.0,0.03,0.4,13.33,96.0,1.0,0.03,69.57,False
1326,0.23,2.0,0.92,0.0,36.39,41.23,61862.5,0.5,0.02,3436.81,1500.48,0.08,0.2,0.0,False
1327,0.16,2.0,0.33,0.0,53.33,15.98,13611.71,0.28,0.06,756.21,852.0,0.17,0.11,14.29,False
1328,0.26,2.2,0.43,0.0,18.92,19.63,7291.52,0.12,0.05,405.08,371.38,0.14,0.24,0.0,False
1329,0.29,2.0,0.5,0.0,8.22,9.0,666.08,0.02,0.11,37.0,74.01,0.5,0.22,0.0,False
1330,0.38,2.33,0.8,0.75,20.09,10.5,2214.54,0.07,0.1,123.03,210.91,0.8,0.28,13.33,False
1331,0.14,0.0,1.0,0.0,10.95,3.33,121.65,0.01,0.3,6.76,36.5,1.0,0.11,0.0,False
1332,0.14,2.0,1.0,0.0,48.33,13.68,9040.72,0.22,0.07,502.26,661.0,0.2,0.1,7.5,False
1333,0.3,2.14,0.56,0.75,44.42,9.42,3946.1,0.14,0.11,219.23,418.68,0.78,0.2,9.09,False
1334,0.13,2.0,1.0,0.0,57.32,10.19,5954.36,0.19,0.1,330.8,584.2,0.5,0.06,23.81,False
1335,0.4,2.5,0.25,0.67,10.84,13.71,2039.01,0.05,0.07,113.28,148.68,0.75,0.29,0.0,False
1336,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,False
1337,0.47,2.0,0.11,0.0,76.91,15.85,19327.77,0.41,0.06,1073.76,1219.19,0.11,0.39,89.47,True
1338,0.18,2.0,1.0,0.0,32.85,9.12,2731.26,0.1,0.11,151.74,299.56,0.5,0.06,55.0,False
1339,0.3,3.0,0.33,0.0,18.38,11.23,2316.45,0.07,0.09,128.69,206.32,0.33,0.2,0.0,True
1340,0.32,2.0,0.22,0.0,22.95,22.69,11822.56,0.17,0.04,656.81,520.95,0.11,0.3,0.0,False
1341,0.24,2.0,0.75,0.0,25.55,11.15,3178.67,0.09,0.09,176.59,284.98,0.25,0.22,0.0,False
