,V1,V2,V8,V12,V13,V14,V15,V17,V18,V22,V27,V28,V30,V31,V36,V37,V39,TARGET
944,4.807,3.3157,43.8,0.0,3.297,0.881,9.833,1.012,1.113,1.295,2.246,-0.025,0.0,1.06,3.903,2.568,8.562,1
945,4.935,3.5332,46.2,0.0,3.66,0.861,10.06,1.073,1.099,1.333,2.303,0.015,0.0,1.047,4.119,2.9,9.154,1
946,4.935,3.5136,46.2,0.0,4.069,0.861,10.06,1.066,1.091,1.379,2.303,0.014,0.0,1.047,6.88,2.764,11.635,1
947,4.96,2.2721,41.7,0.0,4.413,0.945,10.234,1.017,1.108,1.308,2.327,-0.001,0.0,2.814,7.065,2.107,12.279,1
948,4.804,1.7705,50.0,-0.224,4.203,0.465,10.828,1.02,1.108,1.269,2.283,0.0,23.61,6.12,3.741,2.5,9.265,1
949,5.427,2.3997,42.9,0.0,3.875,0.68,11.012,0.985,1.119,1.261,2.381,0.0,0.0,4.151,3.702,2.042,8.847,1
950,4.499,2.3714,40.0,0.0,2.924,1.125,9.311,0.965,1.125,1.266,2.136,0.039,0.0,1.481,3.304,1.854,7.542,1
951,4.958,2.4699,32.3,0.0,3.186,1.16,10.099,0.973,1.141,1.202,2.303,-0.006,0.0,1.602,3.371,1.985,7.729,1
952,5.338,2.2854,42.9,0.0,4.322,0.662,11.258,0.994,1.114,1.311,2.407,0.0,13.723,2.977,4.443,2.183,9.741,1
953,5.077,2.4109,47.1,0.0,3.66,0.703,10.481,0.969,1.11,1.324,2.366,0.0,0.0,2.693,3.76,1.875,8.68,1
954,5.51,2.4441,46.9,0.0,3.674,0.703,10.717,0.981,1.11,1.291,2.412,0.0,0.0,2.589,3.767,2.141,8.7,1
955,5.003,2.9595,55.6,0.0,3.496,0.629,10.084,0.992,1.089,1.369,2.351,0.004,0.0,1.075,4.009,2.101,8.805,1
956,5.026,2.9255,50.0,0.0,3.425,0.896,10.138,0.988,1.104,1.315,2.365,-0.002,0.0,1.339,3.88,2.042,8.525,1
957,5.382,2.2507,50.0,-0.114,3.928,0.932,11.101,0.992,1.104,1.303,2.522,0.0,25.043,2.006,3.962,2.346,9.069,1
958,5.318,2.3664,58.3,-0.26,3.898,0.682,10.772,1.021,1.084,1.325,2.508,0.0,24.364,1.393,4.006,2.575,9.176,1
959,4.91,2.843,52.6,0.0,3.468,0.629,10.06,0.98,1.083,1.409,2.333,0.004,0.0,1.207,3.921,2.02,8.704,1
960,5.014,2.6947,54.5,0.0,3.548,0.0,10.384,0.983,1.098,1.364,2.469,-0.001,0.0,1.305,4.048,1.936,8.807,1
961,5.006,2.3877,46.9,0.0,3.828,1.202,10.306,0.991,1.109,1.295,2.334,0.0,0.0,2.163,3.696,2.075,8.888,1
962,4.953,2.6126,50.0,0.0,4.037,0.732,10.578,1.043,1.097,1.322,2.346,0.0,0.0,3.061,4.022,2.578,9.422,1
963,4.523,3.7332,28.6,0.0,3.362,1.837,9.454,1.008,1.143,1.208,2.074,0.043,0.0,2.57,3.618,2.377,8.51,1
964,4.77,3.3541,37.5,0.0,3.288,1.185,9.882,1.039,1.14,1.224,2.236,0.015,20.154,1.74,3.832,3.133,8.506,1
965,4.971,3.0393,38.7,0.124,3.509,1.733,10.236,0.984,1.13,1.251,2.305,0.001,11.885,2.585,3.725,2.214,8.44,1
966,5.379,2.2903,60.7,0.134,3.865,0.463,10.86,0.991,1.082,1.355,2.551,0.0,12.494,1.154,4.038,2.148,9.074,1
967,4.382,2.2073,32.4,0.254,3.426,0.544,9.692,0.977,1.143,1.195,2.066,0.001,11.274,1.489,3.34,1.976,7.923,1
968,4.802,3.0585,50.0,0.0,3.325,0.0,9.805,0.996,1.089,1.408,2.323,0.013,0.0,0.95,4.226,2.019,8.879,1
969,4.17,2.7612,27.3,0.0,3.002,0.971,8.597,1.017,1.141,1.28,1.848,0.354,0.0,1.542,3.755,2.611,8.35,1
970,6.272,7.1546,30.3,0.0,4.347,1.77,12.012,1.235,1.32,0.911,2.66,0.0,0.0,3.939,3.957,5.536,9.319,1
971,5.541,3.7298,31.0,0.0,4.127,1.698,10.987,1.051,1.137,1.28,2.424,0.0,24.111,2.051,4.747,2.994,9.951,1
972,5.119,2.6427,60.0,0.0,3.457,0.0,10.355,0.977,1.083,1.391,2.471,0.001,0.0,0.751,3.976,1.889,8.661,1
973,5.665,2.2521,54.3,0.0,4.0,0.432,10.89,0.983,1.093,1.345,2.49,0.0,0.0,1.839,4.0,2.018,9.166,1
974,4.481,3.6846,24.0,0.0,3.109,1.895,9.292,1.011,1.161,1.083,2.074,-0.026,0.0,2.02,3.171,2.9,7.444,1
975,4.214,3.4743,23.1,-0.711,2.68,1.459,8.755,1.031,1.166,1.083,1.902,-0.262,9.599,2.052,3.36,3.278,7.41,1
976,5.248,4.2601,20.8,-0.08,3.68,1.888,10.249,1.021,1.133,1.287,2.229,-0.008,10.819,3.06,4.819,2.664,9.618,1
977,4.953,1.9231,38.9,0.0,4.176,2.296,10.707,0.967,1.128,1.265,2.343,0.0,0.0,6.238,3.732,1.73,8.931,1
978,4.753,1.6977,38.9,0.0,4.176,2.296,10.68,0.967,1.128,1.262,2.295,0.0,0.0,7.067,3.702,1.73,8.928,1
979,5.366,3.5678,35.0,0.0,3.484,1.16,10.405,1.018,1.125,1.27,2.342,-0.008,21.663,1.661,4.729,2.932,9.496,1
980,5.333,2.0991,41.5,0.0,4.4,0.956,11.313,0.989,1.117,1.284,2.394,0.0,13.711,3.349,4.441,2.135,9.741,1
981,5.31,3.4316,35.3,0.0,3.415,1.185,10.25,1.028,1.123,1.261,2.288,0.014,21.221,1.726,4.725,3.058,9.463,1
982,5.187,2.1504,43.5,0.666,3.507,0.773,10.68,1.017,1.118,1.256,2.597,-0.001,22.622,1.14,3.799,2.564,8.551,1
983,5.394,2.8307,37.0,0.311,4.137,0.978,11.021,1.066,1.122,1.274,2.465,0.0,33.791,2.542,4.748,3.086,9.947,1
984,4.303,2.6572,25.0,0.787,2.909,0.862,9.067,1.004,1.146,1.3,2.115,0.131,0.0,0.956,3.86,2.222,8.216,1
985,4.842,3.2355,41.2,-2.3,3.459,1.258,10.136,1.069,1.127,1.18,2.278,0.005,20.567,2.113,3.771,3.472,8.551,1
986,4.0,2.2975,26.7,0.0,2.626,0.0,8.623,0.998,1.158,1.095,2.0,0.128,0.0,0.667,3.093,2.0,6.951,1
987,5.286,3.4146,27.3,-2.66,3.792,1.622,10.617,1.048,1.159,1.111,2.458,0.0,35.324,1.615,3.783,3.278,8.66,1
988,5.406,2.1252,43.9,0.0,4.279,0.777,11.11,1.024,1.116,1.28,2.428,0.0,47.783,3.924,4.711,2.702,9.916,1
989,4.868,3.0252,34.8,1.466,3.292,1.16,10.076,0.998,1.143,1.235,2.288,-0.008,10.884,1.634,3.697,2.439,8.261,1
990,3.618,2.8543,33.3,0.0,3.029,1.522,7.853,1.033,1.126,1.299,1.732,0.386,0.0,2.094,3.71,2.744,8.384,1
991,3.732,2.5972,23.5,0.0,2.575,1.585,8.16,0.991,1.164,1.105,1.802,-0.226,0.0,2.488,2.93,2.333,6.762,1
992,4.629,3.9373,31.3,-0.056,2.83,1.379,9.312,0.998,1.148,1.211,2.053,0.143,10.319,1.776,3.475,2.81,7.673,1
993,3.879,2.9588,33.3,0.0,3.091,2.281,8.743,0.998,1.152,1.251,1.902,0.047,0.0,3.685,3.271,2.833,7.905,1
994,4.709,4.1448,25.0,1.674,3.751,1.792,10.014,0.997,1.115,1.399,2.152,-0.007,0.0,3.444,4.33,2.194,9.389,1
995,5.328,5.8726,25.7,0.0,4.34,2.088,10.678,1.056,1.137,1.225,2.34,0.0,12.579,2.507,4.429,2.799,9.905,1
996,5.086,2.4664,30.8,0.0,2.929,1.39,9.812,1.014,1.14,1.169,2.38,0.126,0.0,1.372,3.699,2.31,8.194,1
997,4.691,4.7731,26.9,0.0,3.786,2.122,10.467,0.996,1.155,1.142,2.211,0.0,0.0,3.997,3.321,2.517,8.334,1
998,4.499,2.9639,41.2,0.0,2.976,1.125,9.311,0.979,1.127,1.266,2.136,0.043,0.0,1.481,3.561,2.021,7.846,1
999,4.9,3.0875,40.9,0.052,3.304,1.455,9.955,0.993,1.127,1.258,2.251,-0.008,10.87,2.15,3.655,2.394,8.286,1
1000,4.757,1.8029,50.0,0.0,3.915,0.0,10.525,0.983,1.108,1.313,2.295,0.0,0.0,4.15,3.712,1.983,8.934,1
1001,4.593,2.7059,39.1,0.0,3.168,1.461,9.665,0.974,1.13,1.283,2.175,0.013,0.0,2.298,3.566,1.917,8.02,1
1002,5.563,4.6158,33.3,0.0,4.018,1.153,11.151,1.044,1.146,1.214,2.546,0.0,67.469,1.406,4.092,3.298,9.375,1
1003,5.371,3.236,39.3,0.0,3.351,1.124,10.524,0.978,1.126,1.273,2.364,0.004,0.0,1.718,3.765,2.188,8.354,1
1004,4.901,2.5104,48.0,0.0,4.028,0.946,10.601,1.051,1.107,1.295,2.329,0.0,20.982,3.43,4.016,2.781,9.395,1
1005,4.813,3.4399,38.9,0.0,3.37,1.273,9.947,1.041,1.132,1.209,2.259,-0.008,20.438,1.86,3.839,2.985,8.549,1
1006,4.973,3.602,35.0,0.0,3.45,1.258,10.152,1.042,1.144,1.193,2.317,0.005,20.72,1.706,3.883,3.042,8.639,1
1007,4.562,3.1971,46.2,0.0,3.214,0.875,9.54,1.023,1.108,1.291,2.17,0.046,0.0,1.14,3.872,2.681,8.473,1
1008,5.42,3.2399,34.5,0.0,4.009,1.912,11.411,0.988,1.136,1.206,2.409,0.0,0.0,4.536,3.753,2.097,8.931,1
1009,5.777,2.3194,33.3,0.0,3.323,1.126,10.946,0.987,1.139,1.182,2.607,-0.002,0.0,1.274,3.675,2.097,8.164,1
1010,5.256,2.6157,34.6,0.448,3.133,0.861,10.335,0.977,1.136,1.252,2.327,0.012,11.089,1.037,3.497,2.175,7.914,1
1011,4.928,1.9515,56.3,0.0,3.82,0.0,10.506,0.975,1.091,1.345,2.348,0.0,0.0,3.091,3.788,1.926,8.882,1
1012,5.003,2.9132,52.4,0.0,3.338,0.629,10.084,0.972,1.099,1.349,2.351,0.004,0.0,1.075,3.873,1.909,8.471,1
1013,4.732,2.1796,48.1,0.0,3.633,0.648,10.3,0.998,1.108,1.276,2.275,0.0,0.0,3.095,3.7,2.411,8.654,1
1014,5.174,2.5182,42.9,-1.681,4.049,1.282,10.904,1.009,1.121,1.236,2.42,0.0,23.818,3.572,3.874,2.638,9.097,1
1015,4.924,2.4008,45.2,0.0,3.608,1.429,10.32,0.981,1.114,1.299,2.348,0.0,0.0,2.904,3.861,1.956,8.632,1
1016,5.509,3.254,35.7,0.0,4.086,1.096,11.165,1.063,1.116,1.251,2.511,0.0,44.995,1.996,4.77,3.377,10.203,1
1017,4.861,1.9254,35.7,0.0,3.092,0.0,9.863,0.963,1.133,1.222,2.303,-0.006,0.0,1.047,3.309,1.467,7.533,1
1018,5.735,1.9915,35.3,0.0,3.48,1.074,11.021,0.985,1.134,1.18,2.641,0.0,0.0,1.239,3.656,2.083,8.176,1
1019,5.047,2.5237,58.3,0.0,3.606,0.0,10.4,0.976,1.087,1.38,2.414,0.0,0.0,1.443,3.966,1.905,8.812,1
1020,5.318,2.361,53.8,-0.252,3.801,0.682,10.772,1.011,1.099,1.296,2.508,0.0,24.37,1.393,3.955,2.569,8.963,1
1021,5.408,2.3533,43.5,-0.202,4.087,1.289,11.084,0.993,1.121,1.276,2.553,0.0,26.148,1.71,3.991,2.292,9.158,1
1022,4.802,3.136,42.9,0.0,3.196,0.0,9.805,1.014,1.136,1.31,2.323,0.014,0.0,0.95,3.901,2.204,8.414,1
1023,5.69,2.3056,48.4,-0.826,3.889,0.565,10.94,1.009,1.113,1.277,2.55,0.0,23.886,1.935,3.857,2.469,8.961,1
1024,4.0,2.9848,22.2,0.5,2.594,0.811,8.318,0.994,1.139,1.344,1.732,-0.59,0.0,1.0,3.84,2.833,8.085,1
1025,4.562,3.2789,25.0,0.0,4.705,0.918,9.184,1.071,1.077,1.641,2.0,-0.207,0.0,1.521,7.129,2.278,12.952,1
1026,5.262,4.2718,25.0,0.0,3.317,0.863,10.026,1.23,1.269,1.042,2.175,0.172,0.0,1.435,3.997,4.972,8.663,1
1027,4.303,3.16,33.3,0.0,3.13,1.459,8.815,1.015,1.129,1.308,1.932,-0.227,0.0,1.745,3.772,2.676,8.437,1
1028,6.242,9.1775,30.0,0.0,4.727,1.637,12.421,1.311,1.377,0.883,2.694,0.0,0.0,2.922,3.991,5.825,9.745,1
1029,3.802,2.8705,26.7,0.0,3.2,1.95,8.394,1.026,1.145,1.197,1.848,0.139,0.0,2.885,3.57,2.532,8.378,1
1030,4.228,3.1334,26.3,0.0,2.746,1.557,8.891,0.998,1.153,1.103,1.932,0.136,0.0,2.535,3.105,2.548,7.107,1
1031,5.13,3.5878,32.1,0.0,3.095,1.761,10.106,0.974,1.141,1.237,2.175,-0.022,10.101,2.729,3.309,2.258,7.751,1
1032,5.086,3.9599,28.6,0.0,3.347,0.918,9.771,1.152,1.125,1.32,2.074,-0.263,9.431,1.372,4.238,3.764,8.925,1
1033,4.236,2.9709,31.9,-0.151,3.915,3.554,10.042,0.969,1.143,1.198,1.995,0.0,10.604,9.701,3.309,1.861,8.305,1
1034,4.303,3.6845,15.4,0.0,2.917,1.459,8.815,1.038,1.155,1.172,1.932,-0.264,9.921,1.745,4.19,3.154,8.634,1
1035,5.262,4.5221,28.3,0.0,3.856,2.733,10.387,0.987,1.144,1.187,2.257,0.0,12.436,3.441,4.415,2.115,9.152,1
1036,6.253,7.1279,30.8,-4.279,4.252,1.544,11.905,1.285,1.34,0.908,2.648,0.0,9.723,3.516,3.954,5.737,9.274,1
1037,4.807,3.1717,42.9,0.0,3.075,0.881,9.833,0.967,1.119,1.321,2.246,-0.023,0.0,1.06,3.698,1.889,8.086,1
1038,5.236,3.778,46.7,0.0,5.013,0.799,10.434,1.045,1.058,1.58,2.414,0.004,0.0,0.873,6.982,2.146,13.184,1
1039,4.562,3.1297,37.5,0.0,2.997,0.875,9.54,0.991,1.14,1.242,2.17,0.045,0.0,1.14,3.633,2.417,7.969,1
1040,4.658,2.9363,38.1,-0.074,3.314,1.455,9.9,1.003,1.137,1.239,2.22,-0.008,10.556,2.349,3.658,2.591,8.311,1
1041,5.388,3.3114,39.3,0.0,3.351,1.124,10.539,0.978,1.126,1.27,2.377,0.004,0.0,1.69,3.78,2.188,8.357,1
1042,4.97,3.3797,40.9,0.0,3.193,0.861,10.06,0.983,1.123,1.272,2.307,0.013,0.0,0.962,3.774,2.267,8.239,1
1043,5.399,3.4164,38.7,0.0,3.424,1.084,10.644,0.977,1.127,1.271,2.403,-0.002,0.0,1.65,3.818,2.147,8.453,1
1044,4.807,3.3179,43.8,0.0,3.297,0.881,9.833,1.012,1.113,1.298,2.246,-0.025,0.0,1.06,3.926,2.568,8.562,1
1045,4.607,3.0008,41.2,0.0,3.256,1.187,9.631,0.996,1.105,1.302,2.194,-0.025,0.0,1.544,3.865,2.352,8.506,1
1046,5.313,2.7782,40.0,0.0,3.564,1.697,10.592,0.976,1.125,1.274,2.329,-0.001,10.535,2.986,3.692,2.161,8.482,1
1047,5.103,3.9184,35.0,0.0,3.649,1.197,10.456,1.08,1.144,1.195,2.38,0.001,41.425,1.74,3.967,3.619,8.984,1
1048,5.265,3.3444,35.3,0.134,3.998,2.353,10.632,1.012,1.123,1.296,2.3,0.0,0.0,3.88,4.698,2.463,9.666,1
1049,5.029,2.5966,46.7,-0.761,3.837,1.418,10.634,1.02,1.111,1.254,2.403,0.0,22.765,2.586,3.919,2.611,8.958,1
1050,5.431,2.8955,32.1,0.374,3.233,0.832,10.681,0.982,1.144,1.232,2.394,-0.007,11.254,1.055,3.573,2.242,8.088,1
1051,5.287,3.3732,35.3,-5.256,4.319,2.346,11.029,1.043,1.14,1.178,2.462,0.0,71.167,3.396,3.787,3.083,9.278,1
1052,4.869,1.767,44.4,-0.391,4.435,1.073,11.072,1.016,1.123,1.261,2.314,0.0,33.54,6.465,3.848,2.576,9.537,1
1053,5.158,1.6914,56.1,0.0,4.902,0.257,11.817,1.007,1.093,1.41,2.622,0.0,0.0,1.535,5.808,2.055,11.055,1
1054,5.076,2.6588,54.5,0.0,3.792,0.673,10.327,1.003,1.089,1.364,2.363,-0.001,0.0,2.106,4.009,2.206,9.13,1
