,CYCLOMATIC_DENSITY,DESIGN_DENSITY,HALSTEAD_CONTENT,HALSTEAD_DIFFICULTY,HALSTEAD_EFFORT,HALSTEAD_ERROR_EST,HALSTEAD_LEVEL,HALSTEAD_PROG_TIME,HALSTEAD_VOLUME,MAINTENANCE_SEVERITY,NORMALIZED_CYLOMATIC_COMPLEXITY,PERCENT_COMMENTS,TARGET
1291,0.2,1.0,18.32,4.5,371.04,0.03,0.22,20.61,82.45,1.0,0.11,0.0,False
1292,0.25,1.0,8.72,4.0,139.48,0.01,0.25,7.75,34.87,1.0,0.03,76.47,False
1293,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,False
1294,0.16,0.38,34.3,29.36,29575.64,0.34,0.03,1643.09,1007.22,0.13,0.12,50.91,True
1295,0.15,0.63,18.0,124.37,278423.08,0.75,0.01,15467.95,2238.58,0.13,0.1,40.68,False
1296,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.11,0.0,False
1297,0.18,0.5,25.36,8.18,1697.34,0.07,0.12,94.3,207.45,0.5,0.11,36.36,False
1298,0.33,0.5,13.31,6.75,606.54,0.03,0.15,33.7,89.86,0.5,0.18,0.0,False
1299,0.15,0.33,27.09,32.81,29158.95,0.3,0.03,1619.94,888.73,0.17,0.1,13.64,False
1300,0.07,1.0,9.51,36.0,12329.41,0.11,0.03,684.97,342.48,1.0,0.06,0.0,False
1301,0.17,0.67,31.74,23.96,18214.54,0.25,0.04,1011.92,760.32,0.67,0.06,58.06,False
1302,1.0,1.0,6.2,2.5,38.77,0.01,0.4,2.15,15.51,1.0,1.0,0.0,False
1303,0.42,0.8,17.51,14.17,3513.33,0.08,0.07,195.19,248.0,0.2,0.31,0.0,False
1304,0.17,0.69,52.69,67.41,239416.59,1.18,0.01,13300.92,3551.81,0.25,0.11,22.61,False
1305,0.38,0.25,16.63,23.38,9084.42,0.13,0.04,504.69,388.64,0.5,0.3,9.09,False
1306,0.2,1.0,13.32,3.5,163.12,0.02,0.29,9.06,46.6,1.0,0.14,0.0,False
1307,0.41,0.67,78.92,36.03,102421.71,0.95,0.03,5690.1,2843.01,0.42,0.29,5.68,False
1308,0.11,0.5,59.53,8.08,3883.41,0.16,0.12,215.74,480.8,0.5,0.06,13.64,True
1309,0.13,0.86,28.14,26.11,19184.09,0.24,0.04,1065.78,734.71,0.14,0.07,21.21,False
1310,0.15,1.0,27.92,10.27,2942.64,0.1,0.1,163.48,286.62,0.33,0.12,4.76,False
1311,0.13,1.0,23.33,6.0,840.0,0.05,0.17,46.67,140.0,0.5,0.09,11.76,True
1312,0.06,1.0,104.59,33.49,117276.02,1.17,0.03,6515.33,3502.31,0.33,0.04,22.73,True
1313,0.5,1.0,5.33,1.5,12.0,0.0,0.67,0.67,8.0,1.0,0.25,0.0,False
1314,0.19,0.29,13.97,46.44,30142.12,0.22,0.02,1674.56,648.99,0.14,0.13,23.26,True
1315,0.26,0.57,18.44,22.5,9335.36,0.14,0.04,518.63,414.91,1.0,0.21,33.33,True
1316,0.05,0.5,34.23,32.5,36155.52,0.37,0.03,2008.64,1112.48,0.5,0.03,10.87,False
1317,0.5,1.0,9.06,3.5,110.95,0.01,0.29,6.16,31.7,1.0,0.25,0.0,False
1318,0.33,1.0,11.63,2.0,46.53,0.01,0.5,2.58,23.26,1.0,0.2,0.0,False
1319,0.26,1.0,25.77,10.18,2670.15,0.09,0.1,148.34,262.33,0.2,0.25,0.0,False
1320,0.47,0.63,25.48,19.42,9611.44,0.16,0.05,533.97,494.9,0.63,0.4,5.56,False
1321,0.19,0.67,20.38,15.68,5012.38,0.11,0.06,278.47,319.63,0.33,0.16,0.0,False
1322,0.19,0.4,27.87,12.27,4193.22,0.11,0.08,232.96,341.84,0.2,0.12,10.34,True
1323,0.25,0.67,15.97,11.05,1949.43,0.06,0.09,108.3,176.42,0.33,0.18,8.33,True
1324,0.4,1.0,9.88,5.25,272.43,0.02,0.19,15.14,51.89,0.5,0.22,0.0,False
1325,0.43,0.67,20.95,8.25,1426.24,0.06,0.12,79.24,172.88,0.33,0.2,0.0,False
1326,0.44,0.75,27.11,10.2,2820.14,0.09,0.1,156.67,276.48,0.25,0.25,0.0,False
1327,0.24,0.95,29.08,53.32,82676.06,0.52,0.02,4593.11,1550.56,0.05,0.16,10.23,False
1328,0.08,0.33,30.51,27.07,22353.19,0.28,0.04,1241.84,825.86,0.33,0.04,39.62,False
1329,0.21,0.67,16.35,23.86,9310.08,0.13,0.04,517.23,390.14,1.0,0.06,57.14,False
1330,0.26,0.29,18.96,42.31,33933.25,0.27,0.02,1885.18,802.06,0.43,0.15,30.56,False
1331,0.25,0.67,9.52,10.8,1110.22,0.03,0.09,61.68,102.8,0.33,0.2,0.0,False
1332,0.5,1.0,11.65,4.0,186.42,0.02,0.25,10.36,46.6,1.0,0.25,0.0,False
1333,0.29,1.0,36.67,15.67,9000.18,0.19,0.06,500.01,574.48,0.25,0.19,0.0,False
1334,0.38,1.0,13.24,19.29,4925.8,0.09,0.05,273.66,255.41,0.33,0.23,0.0,False
1335,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.25,50.0,False
1336,0.29,1.0,9.04,6.13,339.02,0.02,0.16,18.83,55.35,0.5,0.15,12.5,False
1337,0.12,0.67,18.24,30.58,17051.32,0.19,0.03,947.3,557.65,1.0,0.08,7.69,True
1338,0.15,0.5,12.62,8.8,976.92,0.04,0.11,54.27,111.01,0.5,0.11,0.0,False
1339,0.19,0.45,55.47,20.81,24023.97,0.38,0.05,1334.67,1154.42,0.09,0.11,33.33,False
1340,0.33,1.0,11.62,3.0,104.61,0.01,0.33,5.81,34.87,1.0,0.09,60.0,True
1341,0.32,0.38,18.33,33.85,21000.2,0.21,0.03,1166.68,620.46,0.63,0.15,37.84,False
1342,0.36,0.25,17.43,12.28,2628.09,0.07,0.08,146.01,214.05,0.25,0.29,0.0,False
1343,0.2,1.0,15.5,7.5,872.01,0.04,0.13,48.44,116.27,1.0,0.1,33.33,True
1344,0.15,0.6,27.03,17.77,8533.56,0.16,0.06,474.09,480.24,0.8,0.11,22.22,True
1345,0.05,1.0,20.26,91.87,171052.56,0.62,0.01,9502.92,1861.8,1.0,0.04,4.76,False
1346,0.19,0.8,16.34,25.6,10709.48,0.14,0.04,594.97,418.34,0.2,0.13,23.33,False
1347,0.5,1.0,10.57,3.0,95.1,0.01,0.33,5.28,31.7,1.0,0.25,0.0,False
1348,0.33,0.22,20.73,30.36,19100.2,0.21,0.03,1061.12,629.18,0.56,0.26,11.11,False
1349,0.4,0.75,21.62,13.0,3654.41,0.09,0.08,203.02,281.11,0.25,0.24,0.0,False
1350,0.14,1.0,33.3,2.0,133.22,0.02,0.5,7.4,66.61,1.0,0.0,93.02,False
1351,0.4,0.5,8.81,10.8,1027.99,0.03,0.09,57.11,95.18,0.5,0.12,54.55,False
1352,0.08,1.0,45.63,4.38,873.48,0.07,0.23,48.53,199.65,1.0,0.03,54.55,True
1353,0.18,0.33,18.18,29.14,15444.09,0.18,0.03,858.0,529.94,0.5,0.14,35.29,True
1354,0.13,1.0,20.31,24.0,11696.19,0.16,0.04,649.79,487.34,1.0,0.07,11.11,False
1355,0.12,1.0,30.3,16.5,8249.42,0.17,0.06,458.3,499.96,0.33,0.07,29.03,True
1356,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.17,0.0,False
1357,0.09,1.0,34.52,9.82,3329.48,0.11,0.1,184.97,339.0,1.0,0.07,0.0,False
1358,0.5,1.0,9.83,2.0,39.3,0.01,0.5,2.18,19.65,1.0,0.17,0.0,False
1359,0.29,1.0,60.7,21.77,28758.99,0.44,0.05,1597.72,1321.28,0.05,0.21,2.63,False
1360,0.45,0.2,19.81,9.82,1909.77,0.06,0.1,106.1,194.51,0.2,0.1,72.22,False
1361,0.38,0.67,18.13,7.5,1020.0,0.05,0.13,56.67,136.0,0.33,0.27,0.0,False
1362,0.02,1.0,215.91,13.45,39084.89,0.97,0.07,2171.38,2904.96,1.0,0.02,3.57,False
1363,0.29,0.6,58.13,14.41,12073.37,0.28,0.07,670.74,837.74,0.1,0.25,0.0,False
1364,0.5,1.0,10.75,4.0,172.08,0.01,0.25,9.56,43.02,1.0,0.25,0.0,False
1365,0.33,1.0,12.06,1.5,27.14,0.01,0.67,1.51,18.09,1.0,0.06,33.33,False
1366,0.3,0.13,14.74,67.31,66759.69,0.33,0.01,3708.87,991.86,0.8,0.13,48.0,False
1367,0.15,0.5,21.41,20.0,8562.11,0.14,0.05,475.67,428.11,0.25,0.1,26.47,False
1368,0.33,1.0,11.86,8.67,890.92,0.03,0.12,49.5,102.8,0.5,0.29,0.0,False
1369,0.19,0.67,34.06,15.11,7772.08,0.17,0.07,431.78,514.53,0.83,0.13,11.11,False
1370,0.44,0.25,10.26,13.0,1734.69,0.04,0.08,96.37,133.44,0.75,0.29,0.0,False
1371,0.2,0.5,19.46,11.79,2703.0,0.08,0.08,150.17,229.35,0.5,0.11,9.09,False
1372,0.07,1.0,52.7,4.42,1030.06,0.08,0.23,57.23,232.99,1.0,0.02,70.59,False
1373,0.21,1.0,23.96,9.69,2250.48,0.08,0.1,125.03,232.19,0.33,0.15,0.0,False
1374,0.15,0.33,16.81,27.43,12644.93,0.15,0.04,702.5,461.01,0.33,0.1,13.64,False
1375,0.29,0.5,20.44,6.86,961.25,0.05,0.15,53.4,140.18,0.5,0.22,0.0,False
1376,0.2,1.0,28.04,7.27,1482.91,0.07,0.14,82.38,203.9,0.5,0.17,0.0,False
1377,0.41,0.4,39.17,59.96,140810.71,0.78,0.02,7822.82,2348.57,0.67,0.26,22.73,False
1378,0.25,0.5,10.38,9.9,1017.71,0.03,0.1,56.54,102.8,0.5,0.15,0.0,False
1379,0.25,1.0,16.5,4.0,264.0,0.02,0.25,14.67,66.0,1.0,0.17,0.0,False
1380,0.25,0.5,18.88,36.9,25706.76,0.23,0.03,1428.15,696.66,0.5,0.15,0.0,False
1381,0.2,0.5,24.34,46.75,53191.17,0.38,0.02,2955.06,1137.78,0.3,0.12,26.67,False
1382,0.1,1.0,32.9,2.78,253.82,0.03,0.36,14.1,91.38,1.0,0.02,66.67,False
1383,0.25,1.0,15.5,4.5,313.92,0.02,0.22,17.44,69.76,1.0,0.13,0.0,False
1384,0.29,0.5,12.05,11.9,1706.44,0.05,0.08,94.8,143.4,0.5,0.2,0.0,False
1385,0.11,1.0,28.4,5.73,931.41,0.05,0.17,51.74,162.63,1.0,0.04,50.0,False
1386,0.5,1.0,13.2,7.5,742.43,0.03,0.13,41.25,98.99,1.0,0.2,0.0,False
1387,0.3,0.33,12.81,10.93,1530.0,0.05,0.09,85.0,140.0,0.33,0.25,0.0,False
1388,0.3,0.67,13.59,16.25,3589.5,0.07,0.06,199.42,220.89,0.33,0.17,58.33,False
1389,0.17,1.0,18.89,9.82,1820.94,0.06,0.1,101.16,185.47,0.5,0.09,35.71,True
1390,0.13,0.5,30.01,11.76,4154.21,0.12,0.09,230.79,353.11,0.5,0.07,42.11,False
1391,0.22,0.5,13.67,8.0,875.14,0.04,0.13,48.62,109.39,0.5,0.1,30.77,False
1392,0.24,0.3,15.64,64.91,65882.72,0.34,0.02,3660.15,1015.0,0.6,0.13,67.8,True
1393,0.13,0.5,21.82,10.68,2487.99,0.08,0.09,138.22,232.99,0.5,0.04,71.15,False
1394,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.22,0.0,False
1395,0.33,1.0,9.05,2.0,36.19,0.01,0.5,2.0,18.09,1.0,0.17,33.33,False
1396,0.28,0.6,21.77,20.31,8977.55,0.15,0.05,498.75,442.08,1.0,0.14,29.17,False
1397,0.14,1.0,24.22,5.0,605.57,0.04,0.2,33.64,121.11,1.0,0.05,46.15,False
1398,0.15,1.0,23.42,21.94,11272.23,0.17,0.05,626.23,513.83,0.25,0.09,18.75,True
1399,0.13,1.0,10.92,9.0,884.41,0.03,0.11,49.13,98.27,1.0,0.07,0.0,False
1400,0.35,0.86,32.91,21.85,15707.85,0.24,0.05,872.66,718.97,0.14,0.3,0.0,False
1401,0.17,1.0,17.58,6.0,632.92,0.04,0.17,35.16,105.49,1.0,0.1,50.0,True
1402,0.4,0.5,16.21,4.2,286.08,0.02,0.24,15.89,68.11,0.5,0.33,0.0,False
1403,0.08,0.67,52.91,18.67,18434.83,0.33,0.05,1024.16,987.58,0.33,0.06,14.63,False
1404,0.5,0.83,17.37,17.5,5320.0,0.1,0.06,295.56,304.0,0.17,0.32,0.0,False
1405,0.27,1.0,24.61,11.25,3115.18,0.09,0.09,173.07,276.9,0.25,0.18,6.25,False
1406,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.18,0.0,False
1407,0.27,0.67,19.95,9.55,1817.44,0.06,0.1,100.97,190.4,1.0,0.15,8.33,False
1408,0.67,0.5,9.17,25.0,5733.65,0.08,0.04,318.54,229.35,0.5,0.5,0.0,False
1409,0.19,0.67,16.6,11.38,2148.39,0.06,0.09,119.36,188.87,0.33,0.1,28.57,True
1410,0.5,1.0,14.99,3.0,134.92,0.01,0.33,7.5,44.97,1.0,0.2,0.0,False
1411,0.17,1.0,19.22,6.19,735.95,0.04,0.16,40.89,118.94,1.0,0.07,14.29,False
1412,0.5,0.67,18.13,7.5,1020.0,0.05,0.13,56.67,136.0,0.33,0.21,0.0,False
1413,0.29,0.06,32.04,79.2,200997.63,0.85,0.01,11166.53,2537.85,0.09,0.17,42.07,False
1414,0.2,1.0,18.28,5.0,456.88,0.03,0.2,25.38,91.38,1.0,0.14,0.0,False
1415,0.41,0.75,65.73,84.55,469829.8,1.85,0.01,26101.66,5557.13,0.75,0.35,10.42,False
1416,0.25,1.0,11.58,2.67,82.35,0.01,0.38,4.57,30.88,1.0,0.1,25.0,True
1417,0.14,1.0,18.52,6.75,843.89,0.04,0.15,46.88,125.02,1.0,0.07,12.5,False
1418,0.14,0.75,30.02,21.27,13585.43,0.21,0.05,754.75,638.63,0.75,0.05,59.62,False
1419,0.05,1.0,39.41,17.0,11388.28,0.22,0.06,632.68,669.9,1.0,0.03,34.78,False
1420,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,False
1421,0.5,1.0,9.83,2.0,39.3,0.01,0.5,2.18,19.65,1.0,0.1,50.0,False
1422,0.14,1.0,18.28,5.0,456.88,0.03,0.2,25.38,91.38,1.0,0.08,0.0,False
1423,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,False
1424,1.0,1.0,5.33,1.5,12.0,0.0,0.67,0.67,8.0,0.5,0.4,0.0,False
1425,0.22,0.6,29.4,30.64,27606.4,0.3,0.03,1533.69,900.91,0.1,0.17,8.0,False
1426,0.31,0.17,27.19,44.24,53214.67,0.4,0.02,2956.37,1202.86,0.08,0.2,27.66,False
1427,0.1,1.0,34.26,3.82,499.41,0.04,0.26,27.75,130.8,1.0,0.07,0.0,False
1428,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,False
1429,0.22,0.6,15.77,32.31,16460.25,0.17,0.03,914.46,509.48,0.2,0.08,52.63,False
1430,0.17,1.0,13.88,5.6,435.17,0.03,0.18,24.18,77.71,1.0,0.08,28.57,True
1431,0.25,1.0,20.15,6.0,725.57,0.04,0.17,40.31,120.93,0.5,0.15,0.0,False
1432,0.44,0.36,24.53,33.19,27014.43,0.27,0.03,1500.8,813.99,0.43,0.2,40.82,False
1433,0.21,0.25,19.14,14.0,3750.95,0.09,0.07,208.39,267.93,0.75,0.13,18.18,False
1434,0.83,0.2,18.02,6.29,712.17,0.04,0.16,39.57,113.3,1.0,0.71,0.0,False
1435,0.18,0.67,30.55,13.33,5430.29,0.14,0.08,301.68,407.27,0.33,0.08,26.09,False
1436,0.33,0.5,10.88,5.6,341.29,0.02,0.18,18.96,60.94,0.5,0.17,16.67,False
1437,0.1,1.0,31.98,5.0,799.56,0.05,0.2,44.42,159.91,1.0,0.03,0.0,False
1438,0.13,1.0,29.51,15.0,6639.14,0.15,0.07,368.84,442.61,0.25,0.08,17.14,True
1439,0.5,0.5,3.4,22.5,1719.1,0.03,0.04,95.51,76.4,0.5,0.33,0.0,False
1440,0.11,1.0,41.39,9.75,3934.63,0.13,0.1,218.59,403.55,0.5,0.05,24.0,False
1441,0.36,0.5,24.22,12.71,3909.7,0.1,0.08,217.21,307.71,0.75,0.31,0.0,False
1442,0.09,1.0,30.05,9.31,2603.2,0.09,0.11,144.62,279.68,1.0,0.03,50.0,False
1443,0.5,0.25,7.5,12.0,1079.34,0.03,0.08,59.96,89.95,1.0,0.33,0.0,False
1444,0.23,0.67,17.72,8.91,1406.67,0.05,0.11,78.15,157.89,0.33,0.19,0.0,False
1445,0.25,0.75,23.57,16.39,6334.65,0.13,0.06,351.92,386.43,0.75,0.13,15.79,False
1446,0.27,0.67,22.99,4.44,454.16,0.03,0.23,25.23,102.19,0.33,0.19,9.09,True
1447,0.1,1.0,21.06,8.36,1470.86,0.06,0.12,81.71,176.0,1.0,0.05,9.09,False
1448,0.18,0.88,81.59,55.46,250956.7,1.51,0.02,13942.04,4525.03,0.76,0.16,4.14,False
1449,0.18,0.5,18.7,10.18,1938.6,0.06,0.1,107.7,190.4,0.5,0.1,27.27,False
1450,0.07,1.0,19.86,21.0,8756.84,0.14,0.05,486.49,416.99,1.0,0.04,13.33,False
1451,0.14,1.0,13.3,6.4,544.7,0.03,0.16,30.26,85.11,1.0,0.09,0.0,False
1452,0.25,0.87,31.75,72.5,166891.74,0.77,0.01,9271.76,2301.96,0.07,0.18,37.31,False
1453,0.4,0.75,17.72,10.83,2080.0,0.06,0.09,115.56,192.0,0.25,0.31,0.0,False
1454,0.11,1.0,35.49,9.58,3256.84,0.11,0.1,180.94,340.0,0.5,0.05,24.0,False
1455,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,False
1456,0.42,0.2,12.68,22.22,6261.4,0.09,0.05,347.86,281.76,1.0,0.16,45.45,False
1457,0.25,1.0,17.25,6.29,681.48,0.04,0.16,37.86,108.42,1.0,0.09,20.0,False
