,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,TARGET
1039,0.8903,0.3214,0.875,0.0047,0.8889,1.0,0.0,1.5798,0.9031,0.8451,-0.125,-0.1852,0.1622,1
1040,0.6561,0.3333,0.75,0.0035,0.6667,1.0,1.0,1.5051,0.7782,0.9031,0.25,-0.0791,0.1551,1
1041,0.6009,0.3056,1.0,0.0035,1.0,1.0,0.5,1.3979,0.7782,0.7782,0.0,-0.0881,0.1449,1
1042,0.8371,0.2857,0.7778,0.0053,0.9,1.0,0.0,1.6532,0.9542,0.8451,-0.2222,-0.1903,0.1687,1
1043,0.7515,0.5022,0.4375,0.0086,0.4516,1.0,1.0,2.3483,1.1461,1.5051,0.5625,-0.0961,0.7254,1
1044,0.2165,0.2346,1.0,0.0055,0.75,1.0,0.5,1.7924,0.9542,0.9542,0.0,-0.1706,0.1862,1
1045,0.441,0.3636,0.9167,0.0068,0.8461,1.0,1.0,1.9243,1.0414,1.0792,0.0833,-0.1144,0.2432,1
1046,0.4785,0.1893,1.0,0.008,0.8125,1.0,0.5,2.1367,1.1139,1.1139,0.0,-0.1711,0.2914,1
1047,0.8967,0.3675,0.7222,0.008,0.6191,0.9474,1.0,2.1703,1.1139,1.2553,0.2778,-0.168,0.3882,1
1048,0.9213,0.2778,0.8889,0.0049,0.8889,1.0,1.0,1.716,0.9031,0.9542,0.1111,-0.1762,0.1773,1
1049,0.7438,0.3818,0.9091,0.0068,0.7857,1.0,0.0,1.8325,1.0414,1.0,-0.0909,-0.1229,0.2173,1
1050,0.2512,0.4,1.0,0.0062,0.8333,1.0,0.5,1.7781,1.0,1.0,0.0,-0.1742,0.2061,1
1051,0.1182,0.2756,0.9231,0.008,0.9286,1.0,0.0,2.0531,1.1139,1.0792,-0.0769,-0.2614,0.2739,1
1052,0.4754,0.2917,0.8889,0.0049,0.8,1.0,1.0,1.7076,0.9031,0.9542,0.1111,-0.1123,0.1773,1
1053,0.4261,0.3636,0.9091,0.0068,0.9167,1.0,0.0,1.8451,1.0414,1.0,-0.0909,-0.1194,0.2173,1
1054,0.6761,0.34,1.0,0.0062,0.7692,1.0,0.5,1.8195,1.0,1.0,0.0,-0.112,0.2061,1
1055,0.3911,0.2727,0.8461,0.0068,0.6875,1.0,1.0,2.017,1.0414,1.1139,0.1539,-0.071,0.257,1
1056,0.1244,0.2308,0.9286,0.008,0.7222,1.0,1.0,2.1461,1.1139,1.1461,0.0714,-0.1589,0.3097,1
1057,0.8485,0.2727,0.7273,0.0068,0.7857,1.0,0.0,1.8062,1.0414,0.9031,-0.2727,-0.1561,0.1934,1
1058,0.7651,0.2597,0.6364,0.0068,0.9167,1.0,0.0,1.7559,1.0414,0.8451,-0.3636,-0.1053,0.1822,1
1059,0.7589,0.3254,1.0,0.008,0.8125,0.9286,0.5,2.0569,1.1139,1.1139,0.0,-0.1582,0.2914,1
1060,0.7789,0.275,0.8,0.0061,1.0,1.0,0.0,1.7634,1.0,0.9031,-0.2,-0.1041,0.1852,1
1061,0.7217,0.309,0.8108,0.0185,0.7143,1.0,1.0,2.8848,1.4771,1.5682,0.1892,-0.4375,0.9954,1
1062,0.4938,0.3654,0.6154,0.0049,0.8,1.0,1.0,1.8195,0.9031,1.1139,0.3846,-0.1161,0.2105,1
1063,0.7694,0.0781,1.0,0.0049,1.0,1.0,0.5,1.7708,0.9031,0.9031,0.0,-0.1336,0.1696,1
1064,0.5318,0.2955,0.9167,0.0071,0.8571,1.0,0.0,1.9685,1.0792,1.0414,-0.0833,-0.093,0.2432,1
1065,0.9835,0.2222,0.75,0.0053,0.8182,1.0,1.0,1.9243,0.9542,1.0792,0.25,-0.0054,0.215,1
1066,0.6572,0.4412,0.4706,0.01,0.9444,1.0,0.0,1.8808,1.2305,0.9031,-0.5294,0.0979,0.2482,1
1067,0.8502,0.4273,0.9091,0.0059,0.625,0.9167,1.0,1.7993,1.0,1.0414,0.0909,0.1207,0.2173,1
1068,0.7944,0.2778,0.8889,0.0067,0.9,1.0,0.0,1.716,0.9542,0.9031,-0.1111,-0.1995,0.1773,1
1069,0.9083,0.3,0.8333,0.0089,1.0,1.0,0.0,1.9243,1.0792,1.0,-0.1667,-0.1677,0.2288,1
1070,0.8479,0.3278,0.5556,0.0074,0.7143,1.0,1.0,2.0828,1.0,1.2553,0.4444,-0.1753,0.3068,1
1071,0.6696,0.2469,1.0,0.0066,0.8182,1.0,0.5,1.7853,0.9542,0.9542,0.0,-0.1442,0.1862,1
1072,0.8269,0.4318,0.9167,0.0089,0.8,1.0,0.0,1.8751,1.0792,1.0414,-0.0833,-0.1494,0.2432,1
1073,0.6313,0.2,0.9,0.0066,0.6429,1.0,1.0,1.8573,0.9542,1.0,0.1,-0.1807,0.1954,1
1074,0.6706,0.3827,1.0,0.0066,0.8182,1.0,0.5,1.699,0.9542,0.9542,0.0,-0.0617,0.1862,1
1075,0.4595,0.2667,0.8333,0.0074,0.7692,1.0,1.0,1.9445,1.0,1.0792,0.1667,-0.1439,0.2288,1
1076,0.2931,0.3631,0.8571,0.0103,0.9333,1.0,0.0,2.0294,1.1461,1.0792,-0.1429,-0.0965,0.2901,1
1077,0.9808,0.2139,0.6471,0.0081,0.6471,1.0,1.0,2.1673,1.0414,1.2305,0.3529,-0.213,0.3168,1
1078,0.8542,0.2,0.4667,0.0052,0.7778,1.0,1.0,1.9243,0.8451,1.1761,0.5333,-0.0729,0.2116,1
1079,0.8792,0.2381,0.8571,0.0044,1.0,1.0,1.0,1.5051,0.7782,0.8451,0.1429,-0.1809,0.1499,1
1080,0.9029,0.4364,0.9091,0.0081,1.0,1.0,0.0,1.7924,1.0414,1.0,-0.0909,-0.1326,0.2173,1
1081,0.4913,0.3175,0.25,0.0073,0.3226,1.0,1.0,2.4362,1.0,1.6021,0.75,-0.1453,0.6574,1
1082,0.5947,0.2975,0.5741,0.0186,0.4627,0.9,1.0,3.0704,1.4914,1.7324,0.4259,-0.2217,0.9999,1
1083,0.4351,0.3999,0.4624,0.0258,0.4479,0.979,1.0,3.3802,1.6335,1.9685,0.5376,-0.153,1.0,1
1084,0.8812,0.2436,0.7222,0.0078,0.7222,1.0,1.0,2.248,1.1139,1.2553,0.2778,-0.1422,0.3882,1
1085,0.8789,0.1286,0.7,0.0042,0.7,1.0,1.0,1.7853,0.8451,1.0,0.3,-0.1563,0.1753,1
1086,0.6483,0.3452,0.7619,0.0096,0.8421,1.0,1.0,2.3424,1.2041,1.3222,0.2381,-0.011,0.556,1
1087,0.4105,0.2556,0.9,0.0066,0.8182,1.0,1.0,1.8261,0.9542,1.0,0.1,-0.1382,0.1954,1
1088,0.8399,0.3392,0.2791,0.0088,0.3077,1.0,1.0,2.5327,1.0792,1.6335,0.7209,0.0192,0.8061,1
1089,0.7665,0.3214,0.4286,0.0044,0.75,1.0,1.0,1.7559,0.7782,1.1461,0.5714,-0.087,0.1892,1
1090,0.458,0.2593,0.75,0.0066,0.75,1.0,1.0,1.9031,0.9542,1.0792,0.25,-0.1078,0.215,1
1091,0.8443,0.1591,0.9167,0.0088,0.8,1.0,0.0,2.0453,1.0792,1.0414,-0.0833,-0.1652,0.2432,1
1092,0.8012,0.1901,1.0,0.0081,0.7857,1.0,0.5,1.9912,1.0414,1.0414,0.0,-0.1919,0.23,1
1093,0.301,0.3,0.6,0.0088,0.8,1.0,1.0,2.2253,1.0792,1.301,0.4,-0.0745,0.3977,1
1094,0.5448,0.5086,0.56,0.0103,0.5833,1.0,1.0,2.2355,1.1461,1.3979,0.44,-0.112,0.5789,1
1095,0.5205,0.4621,0.451,0.0169,0.5,1.0,1.0,2.8,1.3617,1.7076,0.549,-0.1538,0.997,1
1096,0.5308,0.3151,0.4561,0.0191,0.5306,0.9661,1.0,3.0065,1.415,1.7559,0.5439,-0.1875,0.9996,1
1097,0.3348,0.5225,0.5319,0.0184,0.4386,0.94,1.0,2.749,1.3979,1.6721,0.4681,-0.1629,0.997,1
1098,0.0704,0.5594,0.068,0.3878,0.8686,0.105,0.0,3.9238,2.7235,1.5563,-0.9319,-0.0768,1.0,1
1099,0.5792,0.7257,1.0,0.0176,0.3692,0.6154,0.5,2.1987,1.3802,1.3802,0.0,-0.0862,0.8612,1
1100,0.0293,0.4643,0.5714,0.0059,0.6154,1.0,1.0,1.7781,0.9031,1.1461,0.4286,-0.2738,0.2195,1
1101,0.0147,0.2714,0.7,0.0051,0.7,1.0,1.0,1.7076,0.8451,1.0,0.3,-0.2125,0.1753,1
1102,0.1909,0.2562,1.0,0.0081,0.6471,1.0,0.5,1.9542,1.0414,1.0414,0.0,-0.2,0.23,1
1103,0.8763,0.4111,0.4,0.0088,0.3158,0.9375,1.0,2.3263,1.0792,1.4771,0.6,-0.1187,0.5951,1
1104,0.0809,0.5323,0.5517,0.0118,0.2667,0.7436,1.0,2.3365,1.2041,1.4624,0.4483,-0.0628,0.7462,1
1105,0.4978,0.4044,0.4706,0.0059,0.4706,1.0,1.0,1.9085,0.9031,1.2305,0.5294,-0.0263,0.2482,1
1106,0.9632,0.5258,0.2857,0.0088,0.4,0.9767,1.0,2.3784,1.0792,1.6233,0.7143,-0.1055,0.7933,1
1107,0.5412,0.5462,0.7692,0.0096,0.8667,0.9091,0.0,1.7708,1.1139,1.0,-0.2308,-0.0294,0.2408,1
1108,0.5926,0.25,0.5833,0.0052,0.7778,1.0,1.0,1.7993,0.8451,1.0792,0.4167,-0.038,0.1892,1
1109,0.45,0.4487,0.2564,0.0074,0.3571,1.0,1.0,2.3324,1.0,1.5911,0.7436,-0.0818,0.6422,1
1110,0.1437,0.5921,0.197,0.0484,0.6168,0.3333,0.0,2.5441,1.8195,1.1139,-0.803,0.0353,0.976,1
1111,0.3006,0.5556,0.3214,0.0205,0.6364,0.5625,0.0,2.0492,1.4472,0.9542,-0.6786,0.0047,0.417,1
1112,0.1836,0.494,0.5833,0.0176,0.6154,0.7,0.0,2.2304,1.3802,1.1461,-0.4167,0.0325,0.556,1
1113,0.1189,0.6357,0.5357,0.0206,0.4828,0.5172,0.0,2.1847,1.4472,1.1761,-0.4643,0.0016,0.6868,1
1114,0.2309,0.4697,0.5454,0.0162,0.5116,0.9231,0.0,2.1461,1.3424,1.0792,-0.4545,-0.0012,0.4366,1
1115,0.2335,0.6571,0.4,0.0257,0.6604,0.4667,0.0,2.2253,1.5441,1.1461,-0.6,0.0021,0.7776,1
1116,0.3515,0.6496,0.3488,0.0316,0.6719,0.4545,0.0,2.3541,1.6335,1.1761,-0.6512,-0.0008,0.9076,1
1117,0.4632,0.6282,0.4615,0.0191,0.8125,0.6316,0.0,2.0645,1.415,1.0792,-0.5385,0.0043,0.5162,1
1118,0.4485,0.2727,0.8461,0.0096,0.7222,0.9167,0.0,2.017,1.1139,1.0414,-0.1539,-0.1384,0.257,1
1119,0.4537,0.2909,0.55,0.0081,0.6471,1.0,1.0,2.1931,1.0414,1.301,0.45,-0.2063,0.3663,1
1120,0.2742,0.5526,0.8421,0.0117,0.32,0.7037,1.0,2.1335,1.2041,1.2787,0.1579,0.0014,0.5029,1
1121,0.456,0.3018,0.2667,0.0088,0.3636,1.0,1.0,2.5763,1.0792,1.6532,0.7333,-0.2346,0.8299,1
1122,0.0513,0.3431,0.3548,0.0081,0.44,1.0,1.0,2.3503,1.0414,1.4914,0.6452,-0.2321,0.5642,1
1123,0.0852,0.2591,0.55,0.0081,0.6111,1.0,1.0,2.2122,1.0414,1.301,0.45,-0.1892,0.3663,1
1124,0.8147,0.1569,0.7059,0.0088,0.8571,0.9444,1.0,2.2355,1.0792,1.2305,0.2941,-0.1162,0.3419,1
1125,0.4865,0.3987,0.9444,0.0104,0.4048,0.8182,1.0,2.2648,1.2305,1.2553,0.0556,-0.0358,0.5063,1
1126,0.7618,0.437,0.7407,0.0147,0.6667,0.9643,1.0,2.4829,1.301,1.4314,0.2593,-0.1262,0.8299,1
1127,0.0898,0.4444,0.7778,0.0103,0.6364,0.9474,1.0,2.1461,1.1461,1.2553,0.2222,-0.106,0.417,1
1128,0.8706,0.2742,1.0,0.014,0.9048,1.0,0.5,2.4183,1.2787,1.2787,0.0,-0.1248,0.5967,1
1129,0.3171,0.2689,0.8095,0.0155,0.7778,1.0,0.0,2.4166,1.3222,1.2305,-0.1905,-0.1162,0.5903,1
1130,0.2227,0.4024,1.0,0.0096,0.5909,1.0,0.5,2.0043,1.1139,1.1139,0.0,-0.1027,0.2914,1
1131,0.7345,0.311,0.5789,0.0081,0.6471,1.0,1.0,2.1584,1.0414,1.2787,0.4211,-0.1436,0.3494,1
1132,0.5206,0.275,0.625,0.0118,0.8421,1.0,0.0,2.0645,1.2041,1.0,-0.375,-0.1801,0.2792,1
1133,0.6478,0.2801,0.6765,0.0176,0.6389,1.0,1.0,2.7505,1.3617,1.5315,0.3235,-0.1826,0.9608,1
1134,0.8897,0.5466,0.7172,0.0544,0.3413,0.5,1.0,3.5034,1.8513,1.9956,0.2828,-0.175,1.0,1
1135,0.1239,0.2657,0.5909,0.0099,0.65,1.0,1.0,2.3222,1.1139,1.3424,0.4091,-0.1984,0.4729,1
1136,0.7305,0.2727,0.7857,0.0084,0.8461,1.0,1.0,2.0492,1.0414,1.1461,0.2143,-0.122,0.2712,1
1137,0.0291,0.1556,0.6,0.0069,0.6429,1.0,1.0,2.0569,0.9542,1.1761,0.4,-0.2159,0.2469,1
1138,0.1086,0.4282,0.2885,0.0115,0.3488,1.0,1.0,2.6493,1.1761,1.716,0.7115,-0.1551,0.9603,1
1139,0.3101,0.276,0.75,0.0071,0.8,1.0,1.0,2.143,1.0792,1.2041,0.25,-0.1788,0.3241,1
1140,0.1324,0.302,0.8824,0.0089,0.9375,1.0,1.0,2.2504,1.1761,1.2305,0.1177,-0.2418,0.4219,1
1141,0.1395,0.3905,0.9333,0.0089,0.8824,0.9333,0.0,2.1072,1.1761,1.1461,-0.0667,-0.1312,0.3509,1
1142,0.66,0.3939,0.697,0.0195,0.6346,0.561,0.0,2.6628,1.5185,1.3617,-0.303,-0.0774,0.9546,1
1143,0.2018,0.2,0.7143,0.0056,0.6667,1.0,1.0,2.0492,1.0,1.1461,0.2857,-0.1631,0.2532,1
1144,0.2241,0.2273,0.9167,0.0071,0.8,1.0,0.0,2.0086,1.0792,1.0414,-0.0833,-0.2826,0.2432,1
1145,0.1608,0.2353,0.85,0.01,0.7083,1.0,1.0,2.415,1.2305,1.301,0.15,-0.343,0.5626,1
1146,0.3962,0.3205,0.9231,0.0071,0.75,0.9286,1.0,2.0253,1.0792,1.1139,0.0769,-0.2518,0.2739,1
1147,0.9008,0.3456,0.9412,0.01,0.85,1.0,0.0,2.2504,1.2305,1.2041,-0.0588,-0.2279,0.4498,1
1148,0.2231,0.6474,0.8605,0.0254,0.4057,0.5968,0.0,2.749,1.6335,1.5682,-0.1395,0.0445,0.9998,1
1149,0.0354,0.4224,0.6087,0.0136,0.6571,0.7778,0.0,2.2695,1.3617,1.1461,-0.3913,-0.1964,0.5329,1
1150,0.3613,0.4883,1.0,0.0094,0.7273,0.9412,0.5,2.1173,1.2041,1.2041,0.0,0.0128,0.4235,1
1151,0.1076,0.7306,0.6304,0.0514,0.4394,0.6667,1.0,3.5097,1.9395,2.1399,0.3696,-0.157,1.0,1
1152,0.1901,0.7126,0.6667,0.0921,0.22,0.2447,0.0,3.6687,2.1931,2.017,-0.3333,0.0166,1.0,1
1153,0.3353,0.7018,0.7083,0.0301,0.2656,0.5373,1.0,3.0394,1.7076,1.8573,0.2917,0.0188,1.0,1
1154,0.2054,0.5218,0.4583,0.0283,0.5783,0.5366,0.0,2.7033,1.6812,1.3424,-0.5417,-0.1203,0.9935,1
1155,0.1064,0.5904,0.8293,0.0242,0.7069,0.7907,0.0,2.7566,1.6128,1.5315,-0.1707,-0.1405,0.9993,1
1156,0.2305,0.5537,0.5085,0.0177,0.2913,0.7108,1.0,2.8976,1.4771,1.7708,0.4915,0.034,0.9999,1
1157,0.0862,0.5563,0.6727,0.0218,0.4868,0.6626,1.0,2.9557,1.5682,1.7404,0.3273,-0.1339,1.0,1
1158,0.1123,0.3623,0.8438,0.0189,0.7273,1.0,0.0,2.7411,1.5051,1.4314,-0.1563,-0.2465,0.9769,1
1159,0.2057,0.5961,0.9655,0.0171,0.4203,0.6829,0.0,2.5159,1.4624,1.4472,-0.0345,-0.1139,0.9676,1
1160,0.0673,0.4375,0.8333,0.0142,0.7742,0.8,0.0,2.4314,1.3802,1.301,-0.1667,-0.0861,0.7659,1
1161,0.3459,0.6429,0.75,0.0124,0.5122,0.9655,1.0,2.3222,1.3222,1.4472,0.25,0.0328,0.8705,1
1162,0.4569,0.2781,0.8,0.0094,0.64,1.0,1.0,2.3636,1.2041,1.301,0.2,-0.2056,0.5296,1
1163,0.5534,0.2733,0.6667,0.0089,0.8333,0.9091,0.0,2.0374,1.1761,1.0,-0.3333,-0.1811,0.266,1
1164,0.7482,0.3316,0.95,0.0113,0.7308,1.0,1.0,2.4048,1.2787,1.301,0.05,-0.1094,0.6268,1
1165,0.9324,0.2045,0.9167,0.0071,0.8,1.0,0.0,2.0212,1.0792,1.0414,-0.0833,-0.2359,0.2432,1
1166,0.6643,0.3083,0.9375,0.0089,0.8824,1.0,1.0,2.2201,1.1761,1.2041,0.0625,-0.2203,0.3977,1
1167,0.4763,0.256,0.8571,0.0083,0.9333,1.0,0.0,2.0969,1.1461,1.0792,-0.1429,-0.215,0.2901,1
1168,0.9846,0.5347,0.8,0.0142,0.6154,0.9677,1.0,2.525,1.3802,1.4771,0.2,-0.1822,0.9419,1
1169,0.7941,0.2349,0.9167,0.0065,0.9167,1.0,1.0,2.0043,1.0414,1.0792,0.0833,-0.1127,0.2432,1
1170,0.7094,0.2056,0.8,0.0089,1.0,1.0,0.0,2.1553,1.1761,1.0792,-0.2,-0.1986,0.3068,1
1171,0.6552,0.2597,0.7857,0.0083,0.8235,1.0,0.0,2.0569,1.1461,1.0414,-0.2143,-0.1791,0.2712,1
1172,0.671,0.2308,0.8461,0.0077,0.8125,1.0,0.0,2.0414,1.1139,1.0414,-0.1539,-0.1555,0.257,1
1173,0.5521,0.2083,1.0,0.0071,0.8571,1.0,0.5,2.0569,1.0792,1.0792,0.0,-0.1733,0.2583,1
1174,0.7618,0.3155,0.8571,0.0083,0.9333,1.0,0.0,2.0607,1.1461,1.0792,-0.1429,-0.2145,0.2901,1
1175,0.6465,0.2663,1.0,0.0077,0.7647,1.0,0.5,2.0934,1.1139,1.1139,0.0,-0.1724,0.2914,1
1176,0.7101,0.2028,0.8461,0.0077,0.8667,1.0,0.0,2.0569,1.1139,1.0414,-0.1539,-0.1928,0.257,1
1177,0.7595,0.3231,0.8667,0.0077,0.8125,1.0,1.0,2.1206,1.1139,1.1761,0.1333,-0.1832,0.3285,1
1178,0.7156,0.4816,0.5313,0.0101,0.4595,0.9697,1.0,2.4502,1.2305,1.5051,0.4688,-0.0698,0.8336,1
1179,0.0924,0.256,0.8571,0.0071,0.8571,1.0,1.0,2.0969,1.0792,1.1461,0.1429,-0.2471,0.2901,1
1180,0.0699,0.3647,0.7826,0.0107,0.72,1.0,1.0,2.42,1.2553,1.3617,0.2174,-0.282,0.6781,1
1181,0.263,0.3333,0.2813,0.0053,0.375,1.0,1.0,2.2833,0.9542,1.5051,0.7188,-0.2268,0.4763,1
1182,0.7228,0.284,1.0,0.0077,0.7222,0.9286,0.5,2.0828,1.1139,1.1139,0.0,-0.1797,0.2914,1
1183,0.065,0.3111,0.9,0.0106,1.0,1.0,1.0,2.3944,1.2553,1.301,0.1,-0.3027,0.5951,1
1184,0.271,0.3571,0.8571,0.0071,0.7059,1.0,1.0,2.0334,1.0792,1.1461,0.1429,-0.2257,0.2901,1
1185,0.0544,0.3155,0.8571,0.0083,0.8235,1.0,0.0,2.0607,1.1461,1.0792,-0.1429,-0.3128,0.2901,1
1186,0.0947,0.3131,0.8148,0.013,0.7333,1.0,1.0,2.6107,1.3424,1.4314,0.1852,-0.2745,0.8749,1
1187,0.3785,0.3709,0.7188,0.0236,0.8649,0.9583,0.0,2.6656,1.5051,1.3617,-0.2813,-0.0968,0.9474,1
1188,0.646,0.3278,0.45,0.0066,0.75,1.0,1.0,2.0828,0.9542,1.301,0.55,-0.093,0.3068,1
1189,0.6667,0.375,0.5333,0.0059,0.5,1.0,1.0,1.8751,0.9031,1.1761,0.4667,-0.056,0.2288,1
1190,0.6647,0.5221,0.4706,0.0059,0.6667,1.0,1.0,1.8129,0.9031,1.2305,0.5294,-0.0416,0.2482,1
1191,0.879,0.2448,0.8461,0.0098,0.9286,1.0,0.0,2.0334,1.1139,1.0414,-0.1539,-0.1921,0.257,1
1192,0.1029,0.2963,0.4286,0.0068,0.5625,1.0,1.0,2.1239,0.9542,1.3222,0.5714,-0.1263,0.3197,1
1193,0.2303,0.5855,0.4211,0.0061,0.381,1.0,1.0,1.7993,0.9031,1.2787,0.5789,-0.0981,0.2686,1
1194,0.8127,0.375,0.8,0.006,0.8,1.0,1.0,1.699,0.9031,1.0,0.2,-0.0833,0.1852,1
1195,0.239,0.4095,0.4667,0.0053,0.5385,1.0,1.0,1.7924,0.8451,1.1761,0.5333,-0.0786,0.2116,1
1196,0.5613,0.2941,1.0,0.01,0.6296,0.8095,0.5,2.3096,1.2305,1.2305,0.0,-0.1705,0.4779,1
1197,0.8304,0.6061,0.5454,0.0161,0.7097,0.7059,0.0,2.017,1.3424,1.0792,-0.4545,-0.1981,0.4366,1
1198,0.1213,0.3595,0.9444,0.0124,0.7391,1.0,1.0,2.2923,1.2305,1.2553,0.0556,-0.2432,0.5063,1
1199,0.5504,0.7354,0.2105,0.0416,0.6867,0.3529,0.0,2.2577,1.7559,1.0792,-0.7895,-0.004,0.9272,1
1200,0.5716,0.7529,0.6207,0.0212,0.6042,0.5143,0.0,2.1106,1.4624,1.2553,-0.3793,-0.0124,0.8123,1
1201,0.9561,0.5,0.5909,0.0161,0.5641,0.5417,0.0,2.1553,1.3424,1.1139,-0.4091,-0.1805,0.4729,1
1202,0.3319,0.605,0.3793,0.0212,0.5686,0.3056,0.0,2.1004,1.4624,1.0414,-0.6207,-0.011,0.5279,1
1203,0.2544,0.4086,0.1936,0.0227,0.9688,0.3529,0.0,2.0414,1.4914,0.7782,-0.8065,-0.0125,0.3154,1
1204,0.4589,0.3526,0.9231,0.0095,0.8125,1.0,0.0,2.0043,1.1139,1.0792,-0.0769,-0.2019,0.2739,1
1205,0.3965,0.5371,0.7391,0.0169,0.6053,0.68,0.0,2.2577,1.3617,1.2305,-0.2609,-0.2409,0.6438,1
1206,0.4047,0.6534,0.7273,0.0161,0.7097,0.6956,0.0,2.0864,1.3424,1.2041,-0.2727,-0.248,0.5822,1
1207,0.4091,0.5249,0.7647,0.0125,0.7083,0.8667,0.0,2.0212,1.2305,1.1139,-0.2353,-0.2109,0.3678,1
1208,0.4018,0.6413,0.7143,0.0154,0.525,0.7143,0.0,2.0531,1.3222,1.1761,-0.2857,-0.2663,0.5212,1
1209,0.412,0.4259,0.8333,0.0132,0.6667,0.8824,0.0,2.1903,1.2553,1.1761,-0.1667,-0.2492,0.4465,1
1210,0.2478,0.4056,0.5556,0.0132,0.6667,0.9091,0.0,2.0294,1.2553,1.0,-0.4444,-0.2599,0.3068,1
1211,0.1906,0.6254,0.7143,0.011,0.4688,1.0,1.0,2.0719,1.1761,1.3222,0.2857,-0.1825,0.5212,1
1212,0.4106,0.5702,0.9474,0.0139,0.7308,0.75,0.0,2.1673,1.2787,1.2553,-0.0526,-0.2495,0.5659,1
1213,0.4047,0.6804,0.8696,0.0169,0.5349,0.6667,0.0,2.1673,1.3617,1.301,-0.1304,-0.2394,0.7411,1
1214,0.4141,0.3,0.6667,0.011,0.7143,0.8333,0.0,2.0212,1.1761,1.0,-0.3333,-0.2348,0.266,1
1215,0.4097,0.6357,0.7,0.0147,0.7407,0.9333,0.0,2.0086,1.301,1.1461,-0.3,-0.256,0.463,1
1216,0.4067,0.6806,0.875,0.0176,0.5454,0.5385,0.0,2.2068,1.3802,1.3222,-0.125,-0.2409,0.7933,1
1217,0.4106,0.6543,0.6667,0.0198,0.6136,0.6923,0.0,2.2253,1.4314,1.2553,-0.3333,-0.2171,0.7729,1
1218,0.4164,0.6094,0.8,0.0147,0.6897,0.8,0.0,2.0969,1.301,1.2041,-0.2,-0.2623,0.5296,1
1219,0.4158,0.5318,0.5714,0.0154,0.75,0.75,0.0,2.0719,1.3222,1.0792,-0.4286,-0.2661,0.417,1
1220,0.4106,0.6722,0.8846,0.0191,0.6842,0.8518,0.0,2.2923,1.415,1.3617,-0.1154,-0.2415,0.8778,1
1221,0.0616,0.4653,0.4444,0.0117,0.3636,0.8182,1.0,2.4885,1.2041,1.5563,0.5556,-0.2489,0.8612,1
1222,0.4531,0.5849,0.6061,0.0242,0.7174,0.6897,0.0,2.4378,1.5185,1.301,-0.3939,-0.1004,0.9157,1
1223,0.4164,0.6387,0.8095,0.0154,0.525,0.7083,0.0,2.1106,1.3222,1.2305,-0.1905,-0.2387,0.5903,1
1224,0.3827,0.3618,0.8421,0.0117,0.5714,0.8261,1.0,2.2878,1.2041,1.2787,0.1579,-0.1038,0.5029,1
1225,0.4217,0.5882,0.5263,0.0278,0.5278,0.5714,0.0,2.4955,1.5798,1.301,-0.4737,-0.065,0.9549,1
1226,0.4472,0.6833,0.9,0.0132,0.5806,0.8333,1.0,2.0569,1.2553,1.301,0.1,-0.0891,0.5951,1
1227,0.39,0.6546,0.9091,0.0147,0.5405,0.6286,1.0,2.1818,1.301,1.3424,0.0909,-0.0989,0.7147,1
1228,0.442,0.5667,0.8333,0.0132,0.7826,0.8824,0.0,2.0682,1.2553,1.1761,-0.1667,-0.2067,0.4465,1
1229,0.4493,0.6756,0.72,0.0184,0.5682,0.6429,0.0,2.1644,1.3979,1.2553,-0.28,-0.0978,0.7281,1
1230,0.4185,0.4952,0.4762,0.0154,0.6,0.4545,0.0,2.0253,1.3222,1.0,-0.5238,-0.2079,0.3509,1
1231,0.3123,0.6429,0.4,0.0257,0.6604,0.4375,0.0,2.243,1.5441,1.1461,-0.6,-0.0778,0.7776,1
1232,0.4223,0.7479,0.7576,0.0242,0.5156,0.5102,0.0,2.3181,1.5185,1.3979,-0.2424,-0.1261,0.9703,1
1233,0.3642,0.5758,0.5152,0.0125,0.2742,0.8049,1.0,2.3766,1.2305,1.5185,0.4848,-0.1125,0.8488,1
1234,0.2889,0.5513,0.197,0.0484,0.9167,0.3514,0.0,2.5855,1.8195,1.1139,-0.803,-0.0825,0.976,1
1235,0.3573,0.415,0.7308,0.0139,0.3333,0.7879,1.0,2.4609,1.2787,1.415,0.2692,-0.0895,0.7822,1
1236,0.3756,0.6111,0.7222,0.0265,0.3636,0.4333,0.0,2.5611,1.5563,1.415,-0.2778,-0.0995,0.9856,1
1237,0.972,0.5529,0.5185,0.0199,0.5745,0.5185,0.0,2.2279,1.4314,1.1461,-0.4815,-0.0633,0.6236,1
1238,0.5369,0.3377,0.7857,0.0081,0.6875,1.0,1.0,2.0086,1.0414,1.1461,0.2143,-0.0489,0.2712,1
1239,0.3137,0.3247,0.7353,0.0184,0.7143,0.9714,1.0,2.7589,1.3979,1.5315,0.2647,-0.125,0.9747,1
1240,0.8088,0.5245,0.7083,0.0125,0.6539,1.0,1.0,2.2878,1.2305,1.3802,0.2917,-0.1282,0.6693,1
1241,0.8473,0.3122,0.6429,0.0198,0.5745,0.9333,1.0,2.8921,1.4314,1.6233,0.3571,-0.1523,0.9961,1
1242,0.931,0.2727,0.9546,0.0154,0.7,0.88,1.0,2.5263,1.3222,1.3424,0.0454,-0.165,0.7436,1
1243,0.3877,0.2367,1.0,0.0095,0.8667,1.0,0.5,2.1106,1.1139,1.1139,0.0,-0.0842,0.2914,1
